Unnamed: 0;Title;MAL Id;Type;Number of Episodes;Episode Duration;Studios;Source Type;Genres;Themes;Rating;Popularity;Score;Demographic;Year;Duration;Action;Adventure;Comedy;Drama;Fantasy;Mystery;Sci-Fi;Suspense;Romance;Slice of Life;Supernatural;Sports;Ecchi;Horror;Avant Garde;Boys Love;Gourmet;Girls Love; R - 17+ (violence & profanity)  ; PG-13 - Teens 13 or older  ; R+ - Mild Nudity  ; PG - Children  ; G - All Ages  ;TV;Movie;OVA;ONA;Special;Shounen;Shoujo;Seinen;Josei;Kids
5327;Girls Bravo: Second Season;487;TV;13;23 min. per ep.;AIC Spirits;Manga;Comedy,Fantasy,Romance,Ecchi;Harem,School; R+ - Mild Nudity  ;1889;6.63;Shounen;2005;23;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5329;Hataage! Kemono Michi;39030;TV;12;23 min. per ep.;ENGI;Manga;Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;1104;6.63;Shounen;2019;23;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5330;Hikari no Densetsu;2224;TV;19;24 min. per ep.;Tatsunoko Production;Manga;Romance,Sports;N\A; PG - Children  ;7449;6.63;Shoujo;1986;24;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5331;Honoo no Tenkousei;2050;OVA;2;23 min. per ep.;Gainax;Manga;Action,Comedy,Sports;Martial Arts,Parody,School; PG-13 - Teens 13 or older  ;6641;6.63;Shounen;1991;23;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5333;Koihime†Musou: Gunyuu, Seitoukaichou no Za wo Neratte Aiarasou no Koto - Ato, Porori mo Aru yo!;5305;OVA;1;30 min.;Doga Kobo;Visual;Comedy,Fantasy,Ecchi;N\A; R+ - Mild Nudity  ;5448;6.63;N\A;2009;30;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5336;Mahou Sensei Negima!: Introduction Film;3948;OVA;3;8 min. per ep.;Xebec;Manga;Action,Comedy,Romance,Supernatural,Ecchi;N\A; R+ - Mild Nudity  ;5167;6.63;N\A;2004;8;1;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5337;Mahou Shoujo Ore;36902;TV;12;23 min. per ep.;Pierrot Plus;Web;Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;2014;6.63;N\A;2018;23;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5338;Mars Red;41265;TV;13;23 min. per ep.;Signal.MD;Other;Action,Supernatural;Historical,Military,Vampire; PG-13 - Teens 13 or older  ;1606;6.63;N\A;2021;23;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5340;Meiji Tokyo Renka Movie 1: Yumihari no Serenade;29855;Movie;1;1 hr.;Studio Deen;Game;Fantasy,Romance;N\A; PG-13 - Teens 13 or older  ;5198;6.63;Shoujo;2015;60;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5341;Min Diao Ju Yi Wen Lu;41917;ONA;12;24 min. per ep.;B.CMAY PICTURES;Novel;Action,Adventure,Supernatural,Suspense;N\A; None  ;9786;6.63;N\A;2020;24;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5342;MM! Specials;9581;Special;9;1 min. per ep.;Xebec;Light;Comedy,Ecchi;N\A; R+ - Mild Nudity  ;3295;6.63;N\A;2010;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5344;Monster Extra: Hottan;1109;Special;1;24 min.;Madhouse;Manga;Drama,Mystery,Suspense;N\A; R - 17+ (violence & profanity)  ;5444;6.63;Seinen;2004;24;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5345;Nekogami Yaoyorozu;9934;TV;12;23 min. per ep.;AIC PLUS+;Manga;Comedy,Slice of Life,Supernatural;N\A; PG-13 - Teens 13 or older  ;4176;6.63;Seinen;2011;23;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5346;Okoshiyasu, Chitose-chan;38089;TV;24;3 min. per ep.;Gathering;Manga;Comedy,Slice of Life;N\A; G - All Ages  ;6882;6.63;Josei;2018;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5348;Ore wo Suki nano wa Omae dake ka yo: Ore wa Teinei ni Susumeru;40807;Special;1;23 min.;Connect;Light;Comedy,Romance;N\A; PG-13 - Teens 13 or older  ;3696;6.63;N\A;2019;23;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5353;Shin Chuuka Ichiban! 2nd Season;40957;TV;12;24 min. per ep.;Production I.G,Nihon Ad Systems;Manga;Comedy,Gourmet;N\A; PG-13 - Teens 13 or older  ;7568;6.63;Shounen;2021;24;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5354;Shin Cutey Honey;2497;OVA;8;26 min. per ep.;Toei Animation;Manga;Adventure,Comedy,Sci-Fi,Ecchi;N\A; R+ - Mild Nudity  ;5770;6.63;N\A;1994;26;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5356;Shuumatsu no Walküre;44942;ONA;12;24 min. per ep.;Graphinica;Manga;Action,Drama,Supernatural;N\A; R - 17+ (violence & profanity)  ;1169;6.63;Seinen;2021;24;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5357;Skull Man;2161;TV;13;23 min. per ep.;Bones;Manga;Action,Mystery;N\A; PG-13 - Teens 13 or older  ;3481;6.63;N\A;2007;23;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5358;Star Driver the Movie;12857;Movie;1;2 hr. 30 min.;Bones;Original;Action,Romance;N\A; PG-13 - Teens 13 or older  ;5072;6.63;Shounen;2013;150;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5360;Teekyuu 7;32228;TV;12;2 min. per ep.;Millepensee;Manga;Comedy,Sports;N\A; PG-13 - Teens 13 or older  ;4659;6.63;Shounen;2016;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5364;Tsukuyomi: Moon Phase Special;2580;Special;1;23 min.;Shaft;Manga;Avant Garde,Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;5185;6.63;N\A;2006;23;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5365;Wakako-zake;30437;TV;12;2 min. per ep.;Office DCI;Manga;Gourmet,Slice of Life;N\A; PG-13 - Teens 13 or older  ;3047;6.63;Seinen;2015;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5366;Wangpai Yushi;29087;ONA;39;9 min. per ep.;Haoliners Animation League;Manga;Comedy,Fantasy,Supernatural;N\A; PG-13 - Teens 13 or older  ;8344;6.63;Shounen;2014;9;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5367;Wild Arms: Twilight Venom;347;TV;22;24 min. per ep.;Bee Train;Game;Action,Adventure,Fantasy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;6201;6.63;N\A;1999;24;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5370;Mouryou no Hako: Chuuzenji Atsuko no Jikenbo - Hako no Yurei no Koto;6736;Special;1;16 min.;Madhouse;Novel;Mystery,Supernatural,Suspense;N\A; R - 17+ (violence & profanity)  ;6403;6.62;Seinen;2009;16;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5372;Nanatsu no Taizai: Fundo no Shinpan;41491;TV;24;24 min. per ep.;Studio Deen;Manga;Action,Adventure,Fantasy,Supernatural;N\A; PG-13 - Teens 13 or older  ;578;6.62;Shounen;2021;24;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5376;Persona 4 the Golden Animation;24075;TV;12;23 min. per ep.;A-1 Pictures;Game;Adventure,Mystery,Sci-Fi,Supernatural;School,Super Power; PG-13 - Teens 13 or older  ;1935;6.62;N\A;2014;23;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5378;Ray The Animation;919;TV;13;24 min. per ep.;OLM;Manga;Drama,Romance,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;4888;6.62;N\A;2006;24;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5382;Shamanic Princess;1182;OVA;6;30 min. per ep.;Triangle Staff;Original;Action,Fantasy,Romance;N\A; PG-13 - Teens 13 or older  ;5226;6.62;N\A;1996;30;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5385;Strike Witches: 501 Butai Hasshin Shimasu! Movie;39987;Movie;1;30 min.;Acca effe,Giga Production;Manga;Comedy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;7290;6.62;Shounen;2019;30;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5386;Teekyuu 8;33811;TV;12;2 min. per ep.;Millepensee;Manga;Comedy,Sports;N\A; PG-13 - Teens 13 or older  ;4848;6.62;Shounen;2016;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5389;Tensei shitara Slime Datta Ken: Kanwa - Veldora Nikki;39607;Special;1;23 min.;8bit;Manga;Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;1719;6.62;Shounen;2019;23;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5390;Tide-Line Blue;473;TV;12;23 min. per ep.;Telecom Animation Film;Original;Action,Adventure,Drama;N\A; PG-13 - Teens 13 or older  ;6328;6.62;Shounen;2005;23;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5393;Wakaokami wa Shougakusei!;37433;TV;24;12 min. per ep.;Madhouse,DLE;Novel;Comedy,Slice of Life,Supernatural;N\A; G - All Ages  ;6595;6.62;N\A;2018;12;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5395;Ys: Tenkuu no Shinden - Adol Christine no Bouken;1277;OVA;4;30 min. per ep.;Tokyo Kids;Game;Adventure,Drama,Fantasy;N\A; PG-13 - Teens 13 or older  ;7276;6.62;N\A;1992;30;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5396;Yu☆Gi☆Oh! VRAINS;34866;TV;120;24 min. per ep.;Gallop;Card;Action,Fantasy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;2939;6.62;Shounen;2017;24;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5398;Battle Spirits: Sword Eyes Gekitouden;19877;TV;21;25 min. per ep.;Sunrise;Card;Adventure,Fantasy;N\A; PG - Children  ;10180;6.62;N\A;2013;25;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5399;Bayonetta: Bloody Fate;20543;Movie;1;1 hr. 30 min.;Gonzo;Game;Action,Fantasy;Demons,Super Power; R - 17+ (violence & profanity)  ;2725;6.62;N\A;2013;90;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5400;Cinderella Girls Gekijou 2nd Season;35883;TV;13;3 min. per ep.;Gathering,Lesprit;4-koma;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;5898;6.62;N\A;2017;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5404;Devilman Lady;1629;TV;26;25 min. per ep.;TMS Entertainment;Manga;Action,Drama,Horror;N\A; R+ - Mild Nudity  ;3996;6.62;N\A;1998;25;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5405;Dirty Pair Flash 2;12343;OVA;5;27 min. per ep.;Sunrise;Light;Action,Adventure,Comedy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;8175;6.62;N\A;1995;27;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5406;Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku;10017;OVA;1;30 min.;Toei Animation;Manga;Adventure,Fantasy,Sci-Fi;Martial Arts,Super Power; PG-13 - Teens 13 or older  ;3025;6.62;Shounen;2010;30;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5407;Dragonaut: The Resonance;2795;TV;25;25 min. per ep.;Gonzo;Original;Action,Drama,Fantasy,Romance,Sci-Fi;N\A; R+ - Mild Nudity  ;2100;6.62;N\A;2007;25;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5408;E's Otherwise;236;TV;26;23 min. per ep.;Studio Pierrot;Manga;Adventure,Comedy,Drama,Sci-Fi,Supernatural;N\A; PG-13 - Teens 13 or older  ;4572;6.62;Shounen;2003;23;0;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5410;Hakugei Densetsu;1466;TV;26;23 min. per ep.;Studio Junio,Annapuru;Original;Adventure,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;7976;6.62;N\A;1997;23;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5411;Highschool of the Dead: Drifters of the Dead;9515;OVA;1;16 min.;Madhouse;Manga;Comedy,Supernatural,Ecchi;N\A; R+ - Mild Nudity  ;671;6.62;N\A;2011;16;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5412;Hua Jianghu: Huan Shi Men Sheng;37938;ONA;20;22 min. per ep.;Beijing Rocen Digital;Original;Drama,Fantasy,Mystery,Romance;N\A; R - 17+ (violence & profanity)  ;11012;6.62;N\A;2017;22;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5417;Kujira no Chouyaku;1204;Movie;1;22 min.;Tamura Shigeru Studio;Original;Drama,Fantasy;N\A; G - All Ages  ;5964;6.62;Kids;1998;22;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5418;Kyou no Asuka Show;15005;ONA;20;3 min. per ep.;SILVER LINK.;Manga;Comedy,Ecchi;N\A; PG-13 - Teens 13 or older  ;2852;6.62;Seinen;2012;3;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5420;Mamotte! Lollipop;1509;TV;13;25 min. per ep.;Studio Comet;Manga;Adventure,Comedy,Romance;N\A; PG-13 - Teens 13 or older  ;3868;6.62;Shoujo;2006;25;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5424;Akuma no Riddle;19429;TV;12;23 min. per ep.;Diomedéa;Manga;Action,Girls Love;N\A; R - 17+ (violence & profanity)  ;764;6.61;N\A;2014;23;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5425;Aldnoah.Zero Extra Archives;29223;Special;1;48 min.;A-1 Pictures,TROYCA;Original;Action,Sci-Fi;N\A; R - 17+ (violence & profanity)  ;4753;6.61;N\A;2015;48;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5426;Asobi ni Iku yo!;6166;TV;12;24 min. per ep.;AIC PLUS+;Light;Comedy,Romance,Sci-Fi,Ecchi;N\A; R+ - Mild Nudity  ;1018;6.61;N\A;2010;24;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5428;C³;10578;TV;12;24 min. per ep.;SILVER LINK.;Light;Action,Comedy,Supernatural,Ecchi;N\A; R - 17+ (violence & profanity)  ;1113;6.61;N\A;2011;24;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5432;Dagashi Kashi;31636;TV;12;24 min. per ep.;feel.;Manga;Comedy,Gourmet,Slice of Life;N\A; PG-13 - Teens 13 or older  ;439;6.61;Shounen;2016;24;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5433;Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu;895;Movie;1;1 hr.;Toei Animation;Manga;Action,Adventure,Comedy,Fantasy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;1684;6.61;Shounen;1990;60;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5434;Fumetsu no Anata e: Fushi no Tabiji;49287;Special;1;25 min.;Brain's Base;Manga;Adventure,Drama,Supernatural;N\A; R - 17+ (violence & profanity)  ;4835;6.61;Shounen;2021;25;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5435;Green Legend Ran;1169;OVA;3;45 min. per ep.;AIC;Original;Adventure,Drama,Sci-Fi;N\A; R - 17+ (violence & profanity)  ;6824;6.61;N\A;1992;45;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5437;Ikkitousen: Shuugaku Toushi Keppuuroku;11255;OVA;1;43 min.;Arms;Manga;Action,Ecchi;Martial Arts,School,Super Power; R+ - Mild Nudity  ;4454;6.61;N\A;2011;43;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5438;Kaiketsu Jouki Tanteidan;2704;TV;26;24 min. per ep.;Xebec;Manga;Action,Mystery;Mecha,Police; PG-13 - Teens 13 or older  ;7737;6.61;N\A;1998;24;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5439;Kamui no Ken;496;Movie;1;2 hr. 12 min.;Madhouse;Novel;Adventure,Drama,Fantasy;N\A; PG-13 - Teens 13 or older  ;6684;6.61;Shounen;1985;132;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5442;Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen;40595;TV;12;23 min. per ep.;SILVER LINK.;Light;Action,Fantasy,Romance;N\A; PG-13 - Teens 13 or older  ;903;6.61;N\A;2020;23;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5445;Maken-Ki! OVA;11209;OVA;2;24 min. per ep.;Xebec,AIC Spirits;Manga;Action,Ecchi;Harem,Martial Arts,School,Super Power; R+ - Mild Nudity  ;2482;6.61;N\A;2012;24;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5446;Maze☆Bakunetsu Jikuu (TV);1161;TV;25;24 min. per ep.;J.C.Staff;Manga;Adventure,Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;6677;6.61;Shounen;1997;24;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5447;Mirai Robo Daltanias;4411;TV;47;24 min. per ep.;Toei Animation;Original;Action,Sci-Fi;Mecha,Space; PG-13 - Teens 13 or older  ;10559;6.61;N\A;1979;24;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5448;Mushi-Uta;2603;TV;12;24 min. per ep.;Beat Frog;Light;Action,Fantasy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;4524;6.61;N\A;2007;24;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5449;Nyanko Days;34148;TV;12;2 min. per ep.;EMT Squared;4-koma;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;2222;6.61;N\A;2017;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5450;Okusama ga Seitokaichou!;28819;TV;12;8 min. per ep.;Seven;Manga;Comedy,Romance,Ecchi;N\A; R+ - Mild Nudity  ;730;6.61;Shounen;2015;8;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5452;Pokemon Movie 14 White: Victini to Kuroki Eiyuu Zekrom;9917;Movie;1;1 hr. 36 min.;Production I.G,Xebec,OLM;Game;Adventure,Comedy,Drama,Fantasy;N\A; PG - Children  ;2592;6.61;Kids;2011;96;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5453;Pokemon Movie 19: Volcanion to Karakuri no Magearna;31231;Movie;1;1 hr. 34 min.;OLM;Game;Adventure,Fantasy;N\A; PG - Children  ;3451;6.61;Kids;2016;94;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5456;Shouxi Yu Ling Shi;42268;ONA;40;11 min. per ep.;Soyep;Original;Action,Fantasy;N\A; PG-13 - Teens 13 or older  ;11705;6.61;N\A;2020;11;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5458;Tide-Line Blue: Kyoudai;1001;Special;1;23 min.;Telecom Animation Film;Original;Adventure,Drama;N\A; PG-13 - Teens 13 or older  ;9909;6.61;Shounen;2006;23;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5459;Toji no Miko: Kizamishi Issen no Tomoshibi OVA;40901;OVA;2;30 min. per ep.;Project No.9;Game;Action,Fantasy;N\A; PG-13 - Teens 13 or older  ;7272;6.61;N\A;2020;30;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5461;Tokyo Underground;175;TV;26;25 min. per ep.;Studio Pierrot;Manga;Action,Adventure,Romance,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;3566;6.61;Shounen;2002;25;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5462;Umi Monogatari: Anata ga Ite Kureta Koto;6129;TV;12;24 min. per ep.;Zexcs;Game;Drama,Fantasy,Romance,Supernatural;N\A; PG-13 - Teens 13 or older  ;3633;6.61;N\A;2009;24;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5464;Yamato yo Towa ni;3069;Movie;1;2 hr. 28 min.;Toei Animation;Original;Action,Adventure,Drama,Sci-Fi;Military,Space; PG-13 - Teens 13 or older  ;8409;6.61;N\A;1980;148;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5466;Nanaka 6/17;776;TV;12;25 min. per ep.;J.C.Staff;Manga;Comedy,Drama,Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;5801;6.6;Shounen;2003;25;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5469;Nissan Serena x One Piece 3D: Mugiwara Chase - Sennyuu!! Sauzando Sanii-gou;20871;Special;1;12 min.;Toei Animation;Manga;Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;5504;6.6;Shounen;2011;12;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5470;Ohayou! Spank;2912;TV;63;25 min. per ep.;TMS Entertainment;Manga;Comedy,Slice of Life;N\A; G - All Ages  ;9532;6.6;N\A;1981;25;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5471;Okusama ga Seitokaichou!+!;32603;TV;12;8 min. per ep.;Seven;Manga;Comedy,Romance,Ecchi;N\A; R+ - Mild Nudity  ;1255;6.6;Shounen;2016;8;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5472;Peace Maker Kurogane Special;9568;Special;1;17 min.;Gonzo;Manga;Action,Comedy,Drama;Historical,Samurai; PG - Children  ;8931;6.6;Shounen;2003;17;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
