Title;MAL Id;Type;Episode Duration;Studios;Source Type;Genres;Themes;Rating;Popularity;Score
15667;Getter Robo Go;5292;TV;24 min. per ep.;['Toei Animation'];Unknown;['Action', 'Adventure'];['Mecha', 'Military']; PG-13 - Teens 13 or older  ;9574;6.11
19616;Kyuukyoku Choujin R;6796;OVA;1 hr. 13 min.;['Studio Coa'];Manga;['Comedy', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;10532;6.18
25821;Yutori-chan;7770;ONA;4 min. per ep.;['Actas'];Original;['Comedy', 'Slice of Life'];N\A; G - All Ages  ;6921;6.1
18158;Ultraman Kids no Kotowaza Monogatari;6731;TV;7 min. per ep.;['add some'];Other;N\A;N\A; PG - Children  ;12510;5.79
21643;Mobile Suit Gundam Battlefield Record: Avant-Title;18449;ONA;7 min.;['Sunrise'];Unknown;N\A;['Mecha', 'Space']; PG-13 - Teens 13 or older  ;8913;6.22
22856;Tokimeki Memorial: Forever With You;2179;OVA;50 min. per ep.;['Studio Pierrot'];Game;['Drama', 'Romance'];N\A; PG-13 - Teens 13 or older  ;8854;6.07
21453;Ozma;12677;TV;24 min. per ep.;['Gonzo', 'LandQ studios'];Original;['Action', 'Adventure', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;4682;6.11
2404;Wasureta Furi wo Shite;42488;Movie;13 min.;['Calf Studio'];Manga;N\A;N\A; G - All Ages  ;11886;6.15
38933;Hiroshima ni Ichiban Densha ga Hashitta;7967;Movie;31 min.;['Madhouse'];Unknown;N\A;N\A; G - All Ages  ;12412;6.05
31684;Koisuru Tenshi Angelique: Chibi Character Adventure 2;8180;Special;4 min.;['add some'];Unknown;['Adventure', 'Comedy'];N\A; G - All Ages  ;12209;5.79
5507;Blade & Soul;22547;TV;24 min. per ep.;['Gonzo'];Game;['Action', 'Adventure', 'Fantasy'];N\A; R - 17+ (violence & profanity)  ;1474;6.06
25290;Wellber no Monogatari: Kanashimi no Senshi Galahad no Banka;9365;OVA;1 hr. 22 min.;['Trans Arts'];Original;['Action', 'Adventure', 'Comedy', 'Fantasy'];N\A; R - 17+ (violence & profanity)  ;11484;5.7
34656;Fantasista Doll;15883;TV;23 min. per ep.;['Hoods Entertainment'];Original;['Fantasy', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;3660;6.16
29071;Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. Specials;28593;Special;1 min. per ep.;['add some'];Unknown;N\A;N\A; PG-13 - Teens 13 or older  ;5110;6.18
23305;Miyako;37530;ONA;3 min.;['add some'];Other;N\A;N\A; PG-13 - Teens 13 or older  ;13838;6.0
1823;Lord of Vermilion III Special Anime Movie;31493;Special;6 min.;['Seven Arcs Pictures'];Game;['Action', 'Adventure', 'Fantasy'];N\A; PG-13 - Teens 13 or older  ;10899;5.68
36898;Obake no Q-tarou (1985);7981;TV;15 min. per ep.;['Shin-Ei Animation'];Unknown;['Comedy', 'Slice of Life', 'Supernatural'];N\A; G - All Ages  ;13149;6.19
28965;Kemurikusa;37311;ONA;14 min. per ep.;['add some'];Original;['Action', 'Adventure', 'Sci-Fi'];N\A; G - All Ages  ;9950;5.88
30783;Puzzle & Dragons CM;31846;ONA;37 sec. per ep.;['Studio Colorido'];Other;N\A;['Game', 'School']; G - All Ages  ;9664;5.84
5092;Esper Mami: Hoshizora no Dancing Doll;9880;Movie;41 min.;['Shin-Ei Animation'];Unknown;N\A;N\A; G - All Ages  ;12965;5.89
3909;eX-Driver the Movie Specials;12351;Special;4 min. per ep.;['add some'];Original;N\A;N\A; PG-13 - Teens 13 or older  ;11321;6.21
27647;Princess Lover!: Magical Knight Maria-chan;8231;Special;30 sec. per ep.;['GoHands'];Unknown;N\A;N\A; PG-13 - Teens 13 or older  ;5536;5.7
27468;Aloha! Youkai Watch: Rakuen Hawaii de Geragerapou!!;31164;ONA;2 min.;['add some'];Game;['Slice of Life', 'Supernatural'];N\A; G - All Ages  ;12707;5.91
2738;SoniAni: Super Sonico The Animation;20555;TV;23 min. per ep.;['White Fox'];Other;N\A;N\A; PG-13 - Teens 13 or older  ;1978;6.07
23642;Show By Rock!!: Plasmagica na Gogo;31073;ONA;1 min. per ep.;['add some'];Game;N\A;N\A; G - All Ages  ;9757;5.75
34561;Tenamonya Voyagers;773;OVA;30 min. per ep.;['Studio Pierrot'];Original;['Adventure', 'Comedy', 'Sci-Fi', 'Ecchi'];N\A; PG-13 - Teens 13 or older  ;7748;6.2
37641;Tiger & Bunny Pilot;11099;Special;2 min.;['Sunrise'];Original;['Action', 'Comedy'];N\A; PG-13 - Teens 13 or older  ;5679;6.18
39397;Wooser no Sono Higurashi;15313;TV;4 min. per ep.;['SANZIGEN'];Web;['Comedy', 'Fantasy', 'Slice of Life'];N\A; G - All Ages  ;5176;6.2
17543;Heart Cocktail;27693;TV;3 min. per ep.;['add some'];Unknown;N\A;N\A; PG-13 - Teens 13 or older  ;10843;6.08
25823;Wild Adapter;13843;OVA;28 min. per ep.;['Anpro'];Manga;['Action', 'Drama', 'Mystery'];N\A; R - 17+ (violence & profanity)  ;6086;6.22
16211;Choujuu Giga;32932;ONA;32 sec. per ep.;['Studio Ghibli'];Other;N\A;N\A; G - All Ages  ;9413;6.06
38202;Wizard Barristers: Benmashi Cecil;20053;TV;24 min. per ep.;['Arms'];Original;['Action', 'Fantasy'];['Mecha', 'Police']; PG-13 - Teens 13 or older  ;2463;6.18
9002;Shikizakura;38440;TV;24 min. per ep.;['Sublimation'];Original;['Action', 'Drama', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;4767;5.83
21535;Kerokko Demetan;307;TV;24 min. per ep.;['Tatsunoko Production'];Unknown;['Comedy', 'Fantasy'];N\A; PG - Children  ;11089;5.98
23640;Shounen Sarutobi Sasuke;4948;Movie;1 hr. 22 min.;['Toei Animation'];Original;['Adventure', 'Fantasy'];N\A; PG - Children  ;10247;5.95
37698;Ribbon no Kishi Pilot;22241;Special;28 min.;['Mushi Production'];Unknown;N\A;N\A; G - All Ages  ;13359;5.78
32260;Kiki to Lala no Ohimesama ni Naritai;17485;OVA;30 min.;['add some'];Unknown;N\A;N\A; G - All Ages  ;14069;5.76
7450;Moshidora Recap;29834;Special;1 hr. 13 min.;['Production I.G'];Unknown;['Drama', 'Sports'];N\A; PG-13 - Teens 13 or older  ;12684;5.85
30717;Hana no Mahoutsukai Mary Bell: Phoenix no Kagi;9862;Movie;43 min.;['Production Reed', 'Asahi Production'];Original;['Adventure', 'Fantasy'];N\A; G - All Ages  ;12883;5.85
23091;Master of Epic: The Animation Age;1885;TV;24 min. per ep.;['Gonzo', 'Palm Studio'];Game;['Comedy', 'Fantasy'];N\A; PG-13 - Teens 13 or older  ;9812;6.04
37806;Mini Hama: Minimum Hamatora Movies;31923;Movie;5 min. per ep.;['Lerche'];Original;['Comedy', 'Mystery'];['School', 'Super Power']; PG-13 - Teens 13 or older  ;8872;6.05
31065;Kuroi Ame ni Utarete;19135;Movie;1 hr. 34 min.;['Tsuchida Productions'];Manga;['Drama', 'Slice of Life'];N\A; R+ - Mild Nudity  ;12203;5.69
42131;Hipira-kun ONA;22983;ONA;5 min. per ep.;['Sunrise'];Picture;['Comedy', 'Fantasy', 'Supernatural'];N\A; PG - Children  ;11830;5.66
6768;Kitsune Tsuki;34840;Movie;7 min.;['add some'];Original;N\A;N\A; G - All Ages  ;12915;6.2
27888;Himitsu no Akko-chan (Movie);12569;Movie;25 min.;['Toei Animation'];Unknown;N\A;N\A; G - All Ages  ;12531;5.98
20482;Gokuu no Daibouken;2687;TV;25 min. per ep.;['Mushi Production'];Unknown;['Comedy', 'Fantasy'];N\A; G - All Ages  ;11999;6.07
38663;Uchuu Taitei God Sigma;4183;TV;25 min. per ep.;['Toei Animation'];Unknown;N\A;['Mecha', 'Space']; PG-13 - Teens 13 or older  ;11254;6.2
27500;Catman;4419;ONA;3 min. per ep.;['add some'];Unknown;['Comedy', 'Fantasy', 'Slice of Life'];N\A; PG-13 - Teens 13 or older  ;9003;6.02
3166;Kenzen Robo Daimidaler;21809;TV;24 min. per ep.;['TNK'];Manga;['Action', 'Comedy', 'Ecchi'];N\A; R+ - Mild Nudity  ;2253;6.14
33803;Seihou Tenshi Angel Links;1226;TV;24 min. per ep.;['Sunrise'];Novel;['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;5878;5.96
34688;Persona 4 the Animation: Mr. Experiment Shorts;25257;Special;2 min. per ep.;['AIC ASTA'];Unknown;N\A;N\A; PG-13 - Teens 13 or older  ;6756;5.97
14543;Choujin Locke: Lord Leon;4014;OVA;29 min. per ep.;['Nippon Animation'];Manga;['Action', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;10814;6.04
19148;Sengoku Night Blood;35251;TV;23 min. per ep.;['Typhoon Graphics'];Game;['Fantasy', 'Romance'];N\A; PG-13 - Teens 13 or older  ;2930;6.14
32570;Tezuka Osamu ga Kieta?! 20 Seiki Saigo no Kaijiken;4941;Special;41 min.;['add some'];Unknown;N\A;N\A; PG - Children  ;11764;6.21
21294;Mobile Suit Gundam 0083: Stardust Memory Picture Drama - The Mayfly of Space 2;32898;Special;11 min.;['Sunrise'];Other;N\A;['Mecha', 'Space']; PG-13 - Teens 13 or older  ;9389;5.69
17676;Dungeon Meshi;36577;ONA;58 sec. per ep.;['Trigger', 'dwarf'];Manga;['Fantasy', 'Gourmet'];N\A; G - All Ages  ;10132;5.88
24741;Thermae Romae x LOFT Collaboration;13965;Special;1 min.;['DLE'];Unknown;N\A;N\A; PG-13 - Teens 13 or older  ;12205;5.96
29876;Aquarion Logos;30382;TV;24 min. per ep.;['Satelight'];Original;['Action', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;3994;5.72
5621;Unkai no Meikyuu Zeguy;1176;OVA;36 min. per ep.;['add some'];Original;['Action', 'Adventure', 'Fantasy'];N\A; R - 17+ (violence & profanity)  ;9965;5.7
23571;Stitch!: Zutto Saikou no Tomodachi;8964;TV;25 min. per ep.;['Shin-Ei Animation'];Unknown;['Adventure', 'Comedy'];N\A; PG - Children  ;9693;6.05
32190;Tobira wo Akete (1995);1979;OVA;10 min.;['Studio 4°C'];Original;['Avant Garde', 'Fantasy'];N\A; G - All Ages  ;7970;6.01
1394;Ninja Batman x Poputepipikku Kindan no Collab CM;37622;Special;15 sec.;['Kamikaze Douga'];Other;N\A;['Parody', 'Samurai']; PG - Children  ;6996;5.89
3960;Subarashiki Kono Sekai The Animation;42307;TV;23 min. per ep.;['Shin-Ei Animation', 'domerica'];Game;['Action', 'Adventure'];N\A; PG-13 - Teens 13 or older  ;2336;6.14
17252;Ai City;5053;Movie;1 hr. 26 min.;['AIC', 'Magic Bus', 'Ashi Production'];Manga;['Action', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;6825;5.71
23180;Wonder (Movie);28085;Movie;8 min.;['Calf Studio'];Unknown;N\A;N\A; G - All Ages  ;9388;6.05
24482;Wonder 3;4088;TV;23 min. per ep.;['Mushi Production'];Unknown;['Action', 'Adventure', 'Comedy', 'Sci-Fi'];N\A; G - All Ages  ;11803;6.0
19008;Moyashimon CGI Anime;9290;OVA;6 min.;['Shirogumi'];Unknown;['Comedy', 'Supernatural'];N\A; PG-13 - Teens 13 or older  ;9439;6.15
18824;Ninja Hattori-kun (2012) Special;30177;Special;24 min.;['Shin-Ei Animation'];Unknown;N\A;N\A; G - All Ages  ;13307;6.16
40635;Ba La La Xiao Mo Xian Zhi: Feiyue Cai Ling Bao;34410;TV;22 min. per ep.;['Qianqi Animation'];Original;N\A;N\A; G - All Ages  ;11940;6.07
38529;Mahoutsukai Chappy;3845;TV;25 min. per ep.;['Toei Animation'];Unknown;N\A;N\A; G - All Ages  ;12514;5.93
13001;Gasshin Sentai Mechander Robo;3294;TV;23 min. per ep.;['add some'];Unknown;['Mystery', 'Sci-Fi'];['Mecha', 'Military', 'Space']; PG-13 - Teens 13 or older  ;11869;5.71
3608;AIKa;366;OVA;30 min. per ep.;['Studio Fantasia'];Original;['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Ecchi'];N\A; R+ - Mild Nudity  ;3385;5.93
8404;Ganbare! Kakure Ase Project;39840;ONA;2 min.;['G-angle'];Original;N\A;['Music', 'School']; G - All Ages  ;12064;5.92
17912;Flying Witch Petit Special;33681;Special;2 min.;['domerica'];Manga;['Comedy', 'Slice of Life', 'Supernatural'];N\A; PG-13 - Teens 13 or older  ;6154;5.98
693;Koi to Producer: EVOL×LOVE;40075;TV;24 min. per ep.;['MAPPA'];Game;['Mystery', 'Romance', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;2659;6.17
22294;Koi Koi 7;668;TV;25 min. per ep.;['Studio Flag'];Manga;['Comedy', 'Romance'];N\A; R+ - Mild Nudity  ;4606;5.76
31249;Kamisama Minarai: Himitsu no Cocotama;31044;TV;24 min. per ep.;['OLM'];Original;['Fantasy', 'Slice of Life'];N\A; PG - Children  ;8795;6.11
25484;Ken En Ken: Aoki Kagayaki;38083;TV;24 min. per ep.;['Studio Deen'];Game;['Action', 'Adventure', 'Fantasy'];['Demons', 'Martial Arts']; PG-13 - Teens 13 or older  ;4580;6.03
41910;Meisou! Underworld;23837;ONA;2 min.;['Studio Pierrot'];Manga;['Action', 'Supernatural', 'Suspense'];N\A; R - 17+ (violence & profanity)  ;9382;5.72
25354;Cyphers;33972;ONA;2 min. per ep.;['Studio Ppuri'];Game;N\A;N\A; PG-13 - Teens 13 or older  ;9052;5.89
1633;Wave!!: Surfing Yappe!! (TV);46118;TV;23 min. per ep.;['Asahi Production'];Mixed;['Slice of Life', 'Sports'];N\A; PG-13 - Teens 13 or older  ;2888;5.84
27986;Nine;8953;Special;1 hr. 11 min.;['Group TAC'];Manga;['Action', 'Sports'];N\A; PG-13 - Teens 13 or older  ;12242;6.01
21239;Fight League: Gear Gadget Generators;38719;ONA;10 min. per ep.;['Sunrise', 'Bandai Namco Pictures', 'XFLAG'];Game;['Action', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;8035;6.11
4174;Dogeza de Tanondemita: Isekai-hen;42990;Special;3 min.;['DMM pictures'];Web;['Comedy', 'Fantasy', 'Ecchi'];N\A; PG-13 - Teens 13 or older  ;4918;5.7
36064;Mashiro-iro Symphony: Airi ga Anata no Kanojo ni!?;14049;Special;14 min.;['Manglobe'];Unknown;N\A;N\A; PG-13 - Teens 13 or older  ;5302;6.15
30193;Hoka Hoka Kazoku;8213;TV;5 min. per ep.;['Eiken'];Unknown;N\A;N\A; G - All Ages  ;12329;5.76
31528;Xiongmao Monogatari TaoTao;24603;Movie;1 hr. 26 min.;['add some'];Unknown;['Comedy', 'Fantasy'];N\A; PG - Children  ;14081;5.94
24780;MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu;8960;TV;3 min. per ep.;['DLE'];Game;['Action', 'Comedy'];N\A; G - All Ages  ;10865;6.02
701;Birthday Boy;5469;Movie;9 min.;['add some'];Unknown;['Action', 'Drama'];['Historical', 'Military']; G - All Ages  ;9901;5.8
24527;Sora Iro no Tane;2616;Special;30 sec. per ep.;['Studio Ghibli'];Picture;N\A;N\A; G - All Ages  ;8011;5.77
40294;Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin;23831;Movie;2 min. per ep.;['Shaft'];Other;N\A;N\A; G - All Ages  ;4733;6.15
10381;Kaitou Reinya;7561;TV;3 min. per ep.;['Stingray'];4-koma;N\A;N\A; PG - Children  ;8316;5.67
3983;Hangyakusei Million Arthur;37555;TV;24 min. per ep.;['J.C.Staff'];Game;['Action', 'Adventure', 'Fantasy'];N\A; PG-13 - Teens 13 or older  ;3298;6.03
20960;Warau Salesman Dai SP-banashi;35116;Special;30 min. per ep.;['Shin-Ei Animation'];Manga;['Comedy', 'Drama', 'Supernatural'];N\A; PG-13 - Teens 13 or older  ;13007;6.15
26049;Furusato Meguri: Nippon no Mukashibanashi;35303;TV;22 min. per ep.;['add some'];Other;N\A;N\A; G - All Ages  ;11443;6.11
24149;Hokuto no Ken: Legend of Heroes;7363;Special;6 min.;['Toei Animation'];Unknown;N\A;N\A; PG-13 - Teens 13 or older  ;8144;5.98
35733;Sotsugyou: Graduation;2714;OVA;30 min. per ep.;['add some'];Visual;N\A;N\A; PG-13 - Teens 13 or older  ;10823;5.84
27134;Ano Hi no Kokoro wo Toraete;40517;ONA;7 min.;['Sunrise'];Original;['Drama', 'Sci-Fi'];N\A; G - All Ages  ;10164;5.95
15179;Akubi Girl;6077;TV;4 min. per ep.;['Tatsunoko Production'];Unknown;['Comedy', 'Fantasy'];N\A; PG - Children  ;11963;5.77
27445;Chiisana Koi no Monogatari: Chichi to Sally Hatsukoi no Shiki;25033;Special;1 hr. 10 min.;['add some'];Manga;['Romance', 'Slice of Life'];N\A; G - All Ages  ;13190;5.96
8402;Uchuu Majin Daikengou;10224;TV;24 min. per ep.;['Toei Animation', 'Studio Nue'];Original;['Action', 'Adventure', 'Sci-Fi'];['Mecha', 'Space']; PG-13 - Teens 13 or older  ;11573;5.98
29013;Mitsuwano;21649;OVA;28 min.;['Zexcs'];Light;N\A;N\A; PG-13 - Teens 13 or older  ;7475;6.02
1112;Guskou Budori no Denki;8450;Movie;1 hr. 24 min.;['Animaruya'];Novel;N\A;N\A; G - All Ages  ;10684;6.15
18076;Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku;33011;ONA;5 min. per ep.;['Studio PuYUKAI'];Original;['Comedy', 'Fantasy'];N\A; PG - Children  ;5716;5.97
33350;Heisei Tensai Bakabon;19961;TV;25 min. per ep.;['Studio Pierrot'];Original;['Comedy', 'Slice of Life'];N\A; G - All Ages  ;12599;5.96
38814;Dream Hunter Rem;4003;OVA;40 min. per ep.;['Anime R'];Original;['Mystery', 'Ecchi'];N\A; R - 17+ (violence & profanity)  ;6442;6.16
13217;Neko nanka Yondemo Konai.;31777;TV;1 min. per ep.;['add some'];Manga;N\A;N\A; G - All Ages  ;10176;6.0
30282;Kinnikuman: Haresugata! Seigi Choujin;3277;Movie;1 hr.;['Toei Animation'];Unknown;['Action', 'Comedy', 'Sports'];N\A; PG-13 - Teens 13 or older  ;12379;5.95
8796;Kouchuu Ouja Mushiking Super Battle Movie: Yami no Kaizou Kouchuu;2173;Movie;50 min.;['add some'];Card;['Adventure', 'Fantasy'];N\A; G - All Ages  ;13126;5.95
7760;Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku 2nd Season;36196;TV;5 min. per ep.;['Studio PuYUKAI'];Original;['Comedy', 'Fantasy'];N\A; PG - Children  ;7461;6.02
39241;Submarine Super 99;1713;TV;24 min. per ep.;['Vega Entertainment'];Manga;['Action', 'Adventure', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;10012;6.17
35678;Koi Koi 7 Specials;2910;Special;3 min. per ep.;['add some'];Unknown;['Comedy', 'Ecchi'];N\A; PG-13 - Teens 13 or older  ;9305;5.83
8235;Hatsukoi Monster: Mou Chotto dake Tsuzukunja;34016;OVA;23 min.;['Studio Deen'];Manga;['Comedy', 'Romance'];N\A; PG-13 - Teens 13 or older  ;6215;6.02
4333;Kantoku Fuyuki Todoki;23213;TV;3 min. per ep.;['DLE'];Manga;['Comedy', 'Slice of Life'];N\A; PG-13 - Teens 13 or older  ;6447;5.92
4747;Tales of Eternia The Animation;445;TV;22 min. per ep.;['Production I.G', 'Xebec'];Game;['Adventure', 'Comedy', 'Fantasy', 'Romance'];N\A; PG-13 - Teens 13 or older  ;4504;6.2
25570;Ninja Hattori-kun Plus Perman: Chounouryoku Wars;29235;Movie;52 min.;['Shin-Ei Animation'];Unknown;N\A;['Martial Arts', 'Super Power']; PG - Children  ;12515;6.02
34901;Hello Kitty no Shirayuki-hime (2001);30263;OVA;15 min.;['add some'];Unknown;N\A;N\A; G - All Ages  ;13282;5.89
8322;Memories Off 3.5;363;OVA;27 min. per ep.;['Picture Magic', 'Rikuentai'];Visual;['Drama', 'Romance'];N\A; PG-13 - Teens 13 or older  ;8436;6.22
16642;Towel Story;33941;ONA;2 min. per ep.;['Pops Inc.'];Original;N\A;N\A; G - All Ages  ;14076;5.77
26642;Shin Strange+ Special;25441;Special;3 min.;['Seven'];Manga;['Comedy', 'Slice of Life'];N\A; PG-13 - Teens 13 or older  ;9883;5.71
39625;Hello Kitty: Ringo no Mori no Mystery;22439;TV;9 min. per ep.;['Asahi Production'];Unknown;['Comedy', 'Mystery'];N\A; PG - Children  ;13109;5.8
19563;Hi☆sCoool! SeHa Girls Special;34323;Special;10 min.;['TMS Entertainment'];Other;['Comedy', 'Sports'];['Game', 'School']; PG-13 - Teens 13 or older  ;11852;5.94
21028;Oishinbo: Kyuukyoku tai Shikou, Chouju Ryouri Taiketsu!!;8848;Movie;1 hr. 30 min.;['Shin-Ei Animation'];Manga;['Comedy', 'Gourmet', 'Slice of Life'];N\A; PG-13 - Teens 13 or older  ;12663;6.16
18113;Tom Sawyer no Bouken Specials;25069;Special;45 min. per ep.;['Nippon Animation'];Unknown;['Adventure', 'Drama', 'Slice of Life'];N\A; G - All Ages  ;12794;6.23
19121;Inga Nikki;12411;ONA;22 sec. per ep.;['Bones'];Original;N\A;N\A; G - All Ages  ;6369;6.08
17939;Lovedol: Lovely Idol OVA;6227;OVA;28 min.;['AIC ASTA', 'TNK'];Unknown;['Comedy', 'Drama', 'Ecchi'];['Harem', 'Music']; PG-13 - Teens 13 or older  ;9858;6.05
7340;Channel 5.5 3rd Season;29823;ONA;5 min. per ep.;['DLE'];Unknown;N\A;N\A; PG-13 - Teens 13 or older  ;11870;5.72
17611;Gokiburi-tachi no Tasogare;4210;Movie;1 hr. 45 min.;['Madhouse', 'Animation Staff Room'];Original;N\A;N\A; PG-13 - Teens 13 or older  ;9841;5.84
29173;Ayanami Rei, Hajimete no Kuchibeni;43751;ONA;20 sec.;['Khara'];Original;N\A;N\A; G - All Ages  ;8952;5.71
16449;11eyes: Momoiro Genmutan;7739;Special;23 min.;['Doga Kobo'];Visual;['Comedy', 'Supernatural', 'Ecchi'];N\A; R+ - Mild Nudity  ;2943;6.04
10965;California Crisis: Tsuigeki no Juuka;3127;OVA;45 min.;['Studio Unicorn', 'Hiro Media'];Original;['Action', 'Adventure', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;7039;5.66
11050;Kujira no Josephina;5886;TV;25 min. per ep.;['Ashi Production'];Novel;['Adventure', 'Fantasy'];N\A; G - All Ages  ;13144;6.05
1754;Gu-Gu Ganmo;3020;TV;25 min. per ep.;['Toei Animation'];Manga;['Comedy', 'Slice of Life'];N\A; G - All Ages  ;11858;5.97
31079;Super Doll Licca-chan: Licca-chan Zettai Zetsumei! Doll Knights no Kiseki;10199;Movie;30 min.;['Madhouse'];Original;['Action', 'Adventure', 'Fantasy'];N\A; G - All Ages  ;12417;6.07
3823;Hello Kitty no Alps no Shoujo Heidi II: Klara to no Deai;18587;OVA;30 min.;['add some'];Unknown;N\A;N\A; G - All Ages  ;13259;5.69
1639;Gunparade Orchestra;858;TV;25 min. per ep.;"[""Brain's Base""]";Game;['Drama', 'Romance', 'Sci-Fi', 'Slice of Life'];['Mecha', 'Military']; PG-13 - Teens 13 or older  ;7575;5.85
3521;Dies Irae: To the Ring Reincarnation;36515;ONA;28 min. per ep.;['A.C.G.T.'];Visual;N\A;N\A; R - 17+ (violence & profanity)  ;4134;6.0
20017;Cinderella Girls Gekijou: Climax Season Specials;40753;Special;1 min. per ep.;['add some'];4-koma;['Comedy', 'Slice of Life'];N\A; PG-13 - Teens 13 or older  ;12526;5.98
25947;Quiz Magic Academy: The Original Animation 2;7549;OVA;29 min.;['AIC PLUS+'];Game;['Action', 'Comedy', 'Fantasy'];N\A; PG-13 - Teens 13 or older  ;7120;6.02
27240;Urvan;45518;ONA;5 min.;['Toei Animation'];Original;['Mystery', 'Sci-Fi'];N\A; PG - Children  ;12435;5.92
41069;Birth;2607;OVA;1 hr. 19 min.;['Kaname Productions', 'Idol'];Manga;['Action', 'Adventure', 'Comedy', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;6799;5.97
3092;Blocker Gundan IV Machine Blaster;5829;TV;23 min. per ep.;['Nippon Animation'];Unknown;['Action', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;11735;5.84
34580;Getter Robo Arc;43741;TV;24 min. per ep.;['Bee Media', 'Studio A-CAT'];Manga;['Action', 'Sci-Fi'];N\A; None  ;7678;6.13
17383;Kotetsu no Daibouken;2527;OVA;26 min. per ep.;['add some'];Unknown;['Action', 'Comedy', 'Fantasy', 'Romance', 'Sci-Fi', 'Ecchi'];N\A; R+ - Mild Nudity  ;8804;5.79
31073;Ginga Ojousama Densetsu Yuna: Shin'en no Fairy;2474;OVA;31 min. per ep.;['J.C.Staff'];Visual;['Action', 'Adventure', 'Comedy', 'Sci-Fi'];N\A; PG-13 - Teens 13 or older  ;9032;6.22
40908;Amnesia;15085;TV;23 min. per ep.;"[""Brain's Base""]";Visual;['Fantasy', 'Mystery', 'Romance'];N\A; PG-13 - Teens 13 or older  ;693;6.01
13883;Toshiwasure Guda Guda Order 2016;40469;Special;6 min.;['TROYCA'];Game;N\A;N\A; PG-13 - Teens 13 or older  ;12630;5.97
22661;Wata no Kuni Hoshi Pilot;37387;Special;2 min.;['add some'];Manga;N\A;N\A; G - All Ages  ;13326;5.81
25455;Heart no Kuni no Alice: Wonderful Wonder World;4713;Movie;1 hr. 24 min.;['Asahi Production'];Visual;['Fantasy', 'Romance'];N\A; PG-13 - Teens 13 or older  ;3401;6.05
5567;Idol Bouei-tai Hummingbird;2465;OVA;34 min. per ep.;['Ashi Production'];Light;N\A;['Military', 'Music', 'Parody']; PG-13 - Teens 13 or older  ;9349;5.81
14192;Kaigo to Ikiru;40645;ONA;3 min.;['Animation Lab Japan'];Original;N\A;N\A; G - All Ages  ;15760;6.04
24070;Neko Ramen: Ore no Shouyu Aji;14519;ONA;2 min. per ep.;['add some'];4-koma;['Comedy', 'Gourmet'];N\A; G - All Ages  ;13242;5.96
20329;Akadou Suzunosuke;11275;TV;24 min. per ep.;['add some'];Unknown;N\A;N\A; PG-13 - Teens 13 or older  ;12380;6.05
11330;Najica Dengeki Sakusen;321;TV;23 min. per ep.;['Studio Fantasia', 'Amber Film Works'];Original;['Action', 'Comedy', 'Sci-Fi', 'Ecchi'];N\A; R+ - Mild Nudity  ;4775;5.99
30855;Medaka no Gakkou;9519;OVA;14 min. per ep.;['add some'];Manga;N\A;N\A; PG - Children  ;11807;6.16
13568;Ahiru no Pekkle no Sindbad no Bouken;22603;OVA;26 min.;['add some'];Unknown;['Adventure', 'Fantasy'];N\A; G - All Ages  ;13183;5.78
4211;Parol no Miraijima;20961;Movie;26 min.;['Shin-Ei Animation'];Original;['Action', 'Adventure', 'Fantasy'];N\A; PG - Children  ;8912;5.87
32128;Fukuyama Gekijou: Natsu no Himitsu;23975;OVA;55 min.;['Mook Animation', 'Urban Product'];4-koma;N\A;N\A; G - All Ages  ;13695;5.97
1594;Hakushon Daimaou;2892;TV;24 min. per ep.;['Tatsunoko Production'];Original;['Comedy', 'Fantasy'];N\A; G - All Ages  ;9993;6.05
20074;Rokushin Gattai GodMars: Juunana-sai no Densetsu;2906;OVA;56 min.;['add some'];Unknown;['Action', 'Sci-Fi'];['Mecha', 'Space']; R+ - Mild Nudity  ;11794;5.89
19479;Akichi Asobi: Playground;35706;Movie;5 min.;['add some'];Original;['Drama', 'Fantasy'];N\A; G - All Ages  ;11132;6.16
