Title;MAL Id;Type;Number of Episodes;Episode Duration;Studios;Source Type;Genres;Themes;Rating;Popularity;Score;Demographic;Year;Duration;Action;Adventure;Comedy;Drama;Fantasy;Mystery;Sci-Fi;Suspense;Romance;Slice of Life;Supernatural;Sports;Ecchi;Horror;Avant Garde;Boys Love;Gourmet;Girls Love;Military;Super Power;Historical;Parody;Samurai;Space;Mecha;Demons;Martial Arts;School;Psychological;Police;Game;Harem;Vampire;Manga;Visual;Novel;Light;Original;Web;4-koma;Book;Picture;Card;Mixed; R - 17+ (violence & profanity)  ; PG-13 - Teens 13 or older  ; R+ - Mild Nudity  ; PG - Children  ; G - All Ages  ;TV;Movie;OVA;ONA;Special;Shounen;Shoujo;Seinen;Josei;Kids
Altered Carbon: Resleeved;40613;ONA;1;1 hr. 14 min.;Anima;Other;Action,Drama,Sci-Fi;N\A; R - 17+ (violence & profanity)  ;4617;6.47;N\A;2020;74;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Urusei Yatsura Movie 4: Lum The Forever;1923;Movie;1;1 hr. 35 min.;Studio Deen;Manga;Action,Adventure,Comedy,Drama,Romance,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;3791;6.75;N\A;1986;95;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Muumin;8234;TV;65;25 min. per ep.;Mushi Production;Book;Adventure,Comedy,Fantasy,Slice of Life;N\A; G - All Ages  ;2813;7.07;N\A;1969;25;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
Koharu Biyori;3085;OVA;3;30 min. per ep.;Daume;Manga;Comedy,Sci-Fi,Ecchi;N\A; R+ - Mild Nudity  ;4241;6.6;N\A;2007;30;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
Coppelion;9479;TV;13;24 min. per ep.;GoHands;Manga;Action,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;4622;6.47;Seinen;2013;24;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0
Sirius no Densetsu;2029;Movie;1;1 hr. 48 min.;Sanrio;Book;Drama,Fantasy,Romance;N\A; PG-13 - Teens 13 or older  ;3974;6.68;N\A;1981;108;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Shinrei Tantei Yakumo;7662;TV;13;24 min. per ep.;Bee Train;Novel;Horror,Mystery,Supernatural;N\A; PG-13 - Teens 13 or older  ;1912;7.32;N\A;2010;24;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Comic Party Specials;707;Special;4;7 min. per ep.;OLM;Visual;Comedy,Drama;N\A; PG-13 - Teens 13 or older  ;4899;6.38;N\A;2003;7;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Kimi ga Nozomu Eien: Next Season;3318;OVA;4;29 min. per ep.;Brain's Base;Visual;Drama,Romance;N\A; PG-13 - Teens 13 or older  ;3269;6.92;N\A;2007;29;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Muv-Luv Alternative;40608;TV;12;22 min. per ep.;Yumeta Company,Graphinica,FLAGSHIP LINE;Visual;Action,Drama,Sci-Fi;Mecha,Military; R+ - Mild Nudity  ;6108;5.75;N\A;2021;22;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Cat Shit One;6280;ONA;1;21 min.;Anima;Manga;Action,Fantasy;N\A; R - 17+ (violence & profanity)  ;3157;6.95;N\A;2010;21;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Monsuto Anime: Katsubou no Hate no Risoukyou;35265;ONA;1;15 min.;SANZIGEN,XFLAG Pictures,Yokohama Animation Lab;Game;Action,Fantasy;N\A; PG-13 - Teens 13 or older  ;5722;6.02;N\A;2017;15;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
So Ra No Wo To;6802;TV;12;24 min. per ep.;A-1 Pictures;Original;Sci-Fi,Slice of Life;Military,Music; PG-13 - Teens 13 or older  ;1281;7.54;N\A;2010;24;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Kidou Keisatsu Patlabor;1288;OVA;7;28 min. per ep.;Production I.G,Studio Deen;Original;Comedy,Sci-Fi;Mecha,Police; PG-13 - Teens 13 or older  ;2098;7.28;N\A;1988;28;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...;38555;TV;12;24 min. per ep.;SILVER LINK.;Light;Comedy,Drama,Fantasy,Romance;Harem,School; PG-13 - Teens 13 or older  ;1416;7.49;Shoujo;2020;24;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0
Udon no Kuni no Kiniro Kemari;32673;TV;12;22 min. per ep.;LIDENFILMS;Manga;Fantasy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;842;7.75;Seinen;2016;22;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0
Dragon Half;870;OVA;2;27 min. per ep.;Production I.G;Manga;Comedy,Fantasy;N\A; R+ - Mild Nudity  ;3456;6.85;N\A;1993;27;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV) 2nd Season - Kakusei Zenya Recap;49848;Special;1;23 min.;Shaft;Game;Drama,Suspense;N\A; PG-13 - Teens 13 or older  ;5909;5.91;N\A;2021;23;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Uma no Friends;36119;ONA;1;3 min.;add some;Game;Comedy,Fantasy,Sports;N\A; G - All Ages  ;5231;6.25;N\A;2017;3;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
Ninkuu (Movie);2851;Movie;1;26 min.;Studio Pierrot;Manga;Action,Adventure,Comedy;Historical,Martial Arts; G - All Ages  ;5563;6.11;Shounen;1995;26;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0
Suzuka;390;TV;26;23 min. per ep.;Studio Comet;Manga;Drama,Romance,Sports;N\A; PG-13 - Teens 13 or older  ;2433;7.19;Shounen;2005;23;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
Diamond no Ace: Second Season;30230;TV;51;24 min. per ep.;Production I.G,Madhouse;Manga;Comedy,Sports;N\A; PG-13 - Teens 13 or older  ;213;8.3;Shounen;2015;24;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
Bungou Stray Dogs Wan!;42250;TV;12;11 min. per ep.;Bones,Nomad;Manga;Comedy,Slice of Life,Supernatural;N\A; PG-13 - Teens 13 or older  ;593;7.91;N\A;2021;11;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Heisei Inu Monogatari Bow;2749;TV;40;25 min. per ep.;Nippon Animation;Original;Adventure,Comedy;N\A; G - All Ages  ;4013;6.67;N\A;1993;25;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
Non Non Biyori;17549;TV;12;24 min. per ep.;SILVER LINK.;Manga;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;551;7.95;Seinen;2013;24;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0
Taiho Shichau zo;1577;OVA;4;30 min. per ep.;Studio Deen;Manga;Action,Comedy;N\A; PG-13 - Teens 13 or older  ;1470;7.46;Seinen;1994;30;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
Kyousou Giga;10893;ONA;1;25 min.;Toei Animation;Original;Action,Fantasy,Supernatural;N\A; PG-13 - Teens 13 or older  ;3273;6.92;N\A;2011;25;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Genshiken Nidaime;18465;TV;13;24 min. per ep.;Production I.G;Manga;Comedy,Slice of Life;N\A; R - 17+ (violence & profanity)  ;1556;7.44;N\A;2013;24;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Mobile Suit Gundam Wing;90;TV;49;24 min. per ep.;Sunrise;Original;Action,Drama,Sci-Fi;Mecha,Military,Space; PG-13 - Teens 13 or older  ;925;7.7;N\A;1995;24;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou;10794;OVA;1;26 min.;8bit;Light;Action,Comedy,Sci-Fi,Ecchi;Harem,Mecha; R+ - Mild Nudity  ;3440;6.86;N\A;2011;26;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set;40936;OVA;1;1 hr. 10 min.;Connect;Light;Comedy,Romance;N\A; PG-13 - Teens 13 or older  ;1129;7.6;N\A;2020;70;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Baccano!;2251;TV;13;24 min. per ep.;Brain's Base;Light;Action,Comedy,Mystery,Supernatural;N\A; R - 17+ (violence & profanity)  ;156;8.39;N\A;2007;24;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Morita-san wa Mukuchi.;10671;TV;13;3 min. per ep.;Seven;4-koma;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;4470;6.52;N\A;2011;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Wan Jie Fa Shen;45196;ONA;54;6 min. per ep.;Ruo Hong Culture;Original;Adventure,Fantasy,Romance;N\A; PG-13 - Teens 13 or older  ;2221;7.25;N\A;2020;6;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Kenja no Deshi wo Nanoru Kenja;42072;TV;12;23 min. per ep.;Studio A-CAT;Light;Adventure,Fantasy;N\A; PG-13 - Teens 13 or older  ;6199;5.67;N\A;2022;23;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Carnival Phantasm;10012;OVA;12;14 min. per ep.;Lerche;Manga;Comedy,Supernatural;N\A; PG-13 - Teens 13 or older  ;649;7.88;N\A;2011;14;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Tokimeki Tonight;3125;TV;34;24 min. per ep.;Group TAC;Manga;Comedy,Fantasy,Romance;N\A; PG - Children  ;2649;7.13;Shoujo;1982;24;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0
Majutsushi Orphen Hagure Tabi;37576;TV;13;23 min. per ep.;Studio Deen;Light;Action,Adventure,Drama,Fantasy;N\A; PG-13 - Teens 13 or older  ;6027;5.81;N\A;2020;23;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Ikkitousen: Western Wolves;38425;OVA;3;30 min. per ep.;Arms;Manga;Action,Ecchi;Martial Arts,School,Super Power; R+ - Mild Nudity  ;5053;6.31;Seinen;2019;30;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
Kinnikuman;3272;TV;137;24 min. per ep.;Toei Animation;Manga;Adventure,Comedy,Sports;N\A; PG-13 - Teens 13 or older  ;2253;7.24;Shounen;1983;24;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
Lupin III;1412;TV;23;25 min. per ep.;Tokyo Movie Shinsha;Manga;Action,Adventure,Comedy,Mystery;N\A; PG-13 - Teens 13 or older  ;1032;7.65;Seinen;1971;25;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0
Cencoroll: Connect;9488;Movie;1;1 hr. 15 min.;Think Corporation;Original;Action,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;2262;7.23;N\A;2019;75;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Nessa no Haou Gandalla;3176;TV;26;22 min. per ep.;Production Reed;Original;Adventure,Drama,Fantasy,Horror,Sci-Fi,Supernatural;N\A; PG-13 - Teens 13 or older  ;6059;5.78;N\A;1998;22;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Seitokai Yakuindomo*;20847;TV;13;23 min. per ep.;GoHands;4-koma;Comedy,Slice of Life;N\A; R - 17+ (violence & profanity)  ;920;7.71;Shounen;2014;23;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
Kiseijuu: Sei no Kakuritsu;22535;TV;24;23 min. per ep.;Madhouse;Manga;Action,Drama,Horror,Sci-Fi;N\A; R - 17+ (violence & profanity)  ;172;8.35;Seinen;2014;23;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0
Miira no Kaikata;35828;TV;12;24 min. per ep.;8bit;Web;Comedy,Slice of Life,Supernatural;N\A; PG-13 - Teens 13 or older  ;1468;7.46;N\A;2018;24;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Dokidoki! Precure;16419;TV;49;24 min. per ep.;Toei Animation;Original;Action,Fantasy;N\A; G - All Ages  ;4233;6.6;Shoujo;2013;24;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0
Sekirei: Pure Engagement Episode 0;9355;Special;1;28 min.;Seven Arcs;Manga;Comedy,Ecchi;N\A; R+ - Mild Nudity  ;2371;7.2;N\A;2010;28;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
Dragon Quest: Yuusha Abel Densetsu;2819;TV;43;24 min. per ep.;Studio Pierrot,Studio Comet;Game;Action,Adventure,Fantasy;N\A; G - All Ages  ;3527;6.83;Shounen;1989;24;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0
Dragon Crisis!;9330;TV;12;23 min. per ep.;Studio Deen;Light;Action,Romance,Supernatural;N\A; PG-13 - Teens 13 or older  ;4064;6.66;Seinen;2011;23;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0
Biohazard 4: Incubate;8278;OVA;1;1 hr. 22 min.;add some;Game;Action,Horror,Mystery,Supernatural,Suspense;Demons,Military,Police; R - 17+ (violence & profanity)  ;5488;6.14;N\A;2006;82;1;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Akaneiro ni Somaru Saka;4744;TV;12;25 min. per ep.;TNK;Visual;Comedy,Romance,Ecchi;Harem,School; R+ - Mild Nudity  ;4778;6.42;N\A;2008;25;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Major S2;558;TV;26;25 min. per ep.;Studio Hibari;Manga;Comedy,Drama,Sports;N\A; PG-13 - Teens 13 or older  ;280;8.21;Shounen;2005;25;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
Edens Zero;42192;TV;25;23 min. per ep.;J.C.Staff;Manga;Adventure,Comedy,Fantasy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;1809;7.35;Shounen;2021;23;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
Teekyuu 6 Specials;32816;Special;2;2 min. per ep.;Millepensee;Manga;Comedy,Sports;N\A; PG-13 - Teens 13 or older  ;6062;5.78;Shounen;2016;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0
Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!;894;Movie;1;41 min.;Toei Animation;Manga;Action,Adventure,Comedy,Fantasy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;4063;6.66;Shounen;1989;41;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0
Re:Zero kara Hajimeru Break Time 2nd Season;42364;Special;25;3 min. per ep.;Studio PuYUKAI;Light;Adventure,Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;2074;7.28;N\A;2020;3;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Junjou Romantica;3092;TV;12;24 min. per ep.;Studio Deen;Manga;Boys Love,Comedy,Drama,Romance;N\A; PG-13 - Teens 13 or older  ;1264;7.55;N\A;2008;24;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Gokinjo Monogatari;852;TV;50;25 min. per ep.;Toei Animation;Manga;Comedy,Drama,Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;1242;7.56;Shoujo;1995;25;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0
Hoozuki no Reitetsu;20431;TV;13;24 min. per ep.;Wit Studio;Manga;Comedy,Fantasy,Supernatural;N\A; PG-13 - Teens 13 or older  ;795;7.78;Seinen;2014;24;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0
Sei Juushi Bismarck;2361;TV;51;24 min. per ep.;Studio Pierrot;Original;Action,Adventure,Sci-Fi;Mecha,Space; PG-13 - Teens 13 or older  ;2214;7.25;N\A;1984;24;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Esper Mami;3023;TV;119;24 min. per ep.;Shin-Ei Animation;Manga;Comedy,Supernatural,Ecchi;School,Super Power; PG-13 - Teens 13 or older  ;4561;6.49;N\A;1987;24;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Kasei Yakyoku;4485;OVA;4;28 min. per ep.;Magic Bus;Manga;Drama,Romance;N\A; R+ - Mild Nudity  ;4086;6.65;N\A;1989;28;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
Flying Witch Petit Special;33681;Special;1;2 min.;domerica;Manga;Comedy,Slice of Life,Supernatural;N\A; PG-13 - Teens 13 or older  ;5798;5.98;N\A;2016;2;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
