Title;MAL Id;Type;Number of Episodes;Episode Duration;Studios;Source Type;Genres;Themes;Rating;Popularity;Score;Demographic;Year;Duration;Action;Adventure;Comedy;Drama;Fantasy;Mystery;Sci-Fi;Suspense;Romance;Slice of Life;Supernatural;Sports;Ecchi;Horror;Avant Garde;Boys Love;Gourmet;Girls Love;Military;Super Power;Historical;Parody;Samurai;Space;Mecha;Demons;Martial Arts;School;Psychological;Police;Game;Harem;Vampire;Manga;Visual;Novel;Light;Original;Web;4-koma;Book;Picture;Card;Mixed; R - 17+ (violence & profanity)  ; PG-13 - Teens 13 or older  ; R+ - Mild Nudity  ; PG - Children  ; G - All Ages  ;TV;Movie;OVA;ONA;Special;Shounen;Shoujo;Seinen;Josei;Kids
Wan Guo Zhi;40638;ONA;16;21 min. per ep.;LX Animation Studio;Original;Action,Adventure,Romance;N\A; R - 17+ (violence & profanity)  ;4478;6.52;N\A;2019;21;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Saint Seiya: The Lost Canvas - Meiou Shinwa 2;9130;OVA;13;24 min. per ep.;TMS Entertainment;Manga;Action,Adventure,Supernatural;Martial Arts,Super Power; PG-13 - Teens 13 or older  ;408;8.09;Shounen;2011;24;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
Nana;877;TV;47;23 min. per ep.;Madhouse;Manga;Drama,Romance,Slice of Life;N\A; R+ - Mild Nudity  ;97;8.51;Shoujo;2006;23;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0
Amagami SS;8676;TV;25;24 min. per ep.;AIC;Visual;Comedy,Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;1952;7.31;N\A;2010;24;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Koufuku Graffiti;24629;TV;12;24 min. per ep.;Shaft;4-koma;Comedy,Gourmet,Slice of Life;N\A; PG-13 - Teens 13 or older  ;3668;6.79;Seinen;2015;24;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0
Angel Beats!;6547;TV;13;24 min. per ep.;P.A. Works;Original;Action,Comedy,Drama,Supernatural;N\A; PG-13 - Teens 13 or older  ;397;8.09;N\A;2010;24;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Jewelpet Magical Change;30030;TV;39;24 min. per ep.;Studio Deen;Original;Comedy,Fantasy;N\A; PG - Children  ;4554;6.5;Shoujo;2015;24;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0
Slayers Try;1172;TV;26;23 min. per ep.;E&G Films;Light;Adventure,Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;725;7.82;Shounen;1997;23;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
Psycho-Pass 3: First Inspector;40858;Movie;3;46 min. per ep.;Production I.G;Original;Action,Sci-Fi;Police,Psychological; R - 17+ (violence & profanity)  ;719;7.83;N\A;2020;46;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA;18753;OVA;1;23 min.;Brain's Base;Light;Comedy,Romance;N\A; PG-13 - Teens 13 or older  ;1174;7.59;N\A;2013;23;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Tokyo Underground;175;TV;26;25 min. per ep.;Studio Pierrot;Manga;Action,Adventure,Romance,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;4211;6.61;Shounen;2002;25;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
Tayutama: Kiss on My Deity;5734;TV;12;23 min. per ep.;SILVER LINK.;Visual;Romance,Supernatural;N\A; PG-13 - Teens 13 or older  ;3806;6.74;N\A;2009;23;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Chiisana Obake: Acchi, Kocchi, Socchi;310;TV;50;25 min. per ep.;Studio Pierrot;Picture;Comedy,Supernatural;N\A; G - All Ages  ;5833;5.96;N\A;1991;25;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
Ookami Kodomo no Ame to Yuki;12355;Movie;1;1 hr. 57 min.;Studio Chizu;Original;Fantasy,Slice of Life;N\A; G - All Ages  ;65;8.6;N\A;2012;117;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
Mobile Suit Gundam: The Origin - Advent of the Red Comet;39592;TV;13;25 min. per ep.;Sunrise;Manga;Action,Sci-Fi;Mecha,Military,Space; PG-13 - Teens 13 or older  ;384;8.1;Shounen;2019;25;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
Rockman.EXE Beast;2110;TV;25;25 min. per ep.;Xebec;Game;Action,Adventure,Sci-Fi;Game,Mecha; PG - Children  ;2892;7.05;Shounen;2005;25;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan;39547;TV;12;24 min. per ep.;feel.;Light;Comedy,Drama,Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;159;8.39;N\A;2020;24;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Happiness Charge Precure!;21407;TV;49;24 min. per ep.;Toei Animation;Original;Action,Fantasy;N\A; G - All Ages  ;3642;6.8;Shoujo;2014;24;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0
Youkoso Japari Park;37980;ONA;36;6 min. per ep.;add some;Game;Adventure,Comedy,Fantasy;N\A; PG - Children  ;5967;5.86;N\A;2018;6;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
Highschool of the Dead;8074;TV;12;24 min. per ep.;Madhouse;Manga;Action,Horror,Supernatural,Ecchi;N\A; R+ - Mild Nudity  ;2752;7.09;Shounen;2010;24;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0
Mahou Shoujo Site Recaps;38104;Special;2;16 min. per ep.;Avex Pictures,production doA;Manga;Drama,Horror,Supernatural;N\A; R - 17+ (violence & profanity)  ;5327;6.21;N\A;2018;16;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Adachi to Shimamura;39790;TV;12;24 min. per ep.;Tezuka Productions;Light;Girls Love,Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;2666;7.12;N\A;2020;24;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Futari wa Precure: Max Heart;1929;TV;47;25 min. per ep.;Toei Animation;Original;Action,Comedy,Fantasy;N\A; G - All Ages  ;3149;6.96;Shoujo;2005;25;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0
Lord of Vermilion III Special Anime Movie;31493;Special;1;6 min.;Seven Arcs Pictures;Game;Action,Adventure,Fantasy;N\A; PG-13 - Teens 13 or older  ;6193;5.68;N\A;2015;6;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Accel World: Infinite∞Burst;31763;Movie;1;1 hr. 22 min.;Sunrise;Light;Action,Romance,Sci-Fi;Game,School; PG-13 - Teens 13 or older  ;4109;6.64;N\A;2016;82;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
L/R: Licensed by Royal Special;30066;Special;1;23 min.;TNK;Original;Action,Adventure,Mystery;N\A; PG-13 - Teens 13 or older  ;5523;6.13;N\A;2003;23;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Nasu: Suitcase no Wataridori;3111;OVA;1;54 min.;Madhouse;Manga;Drama,Sports;N\A; PG-13 - Teens 13 or older  ;2716;7.1;Seinen;2007;54;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
Yakyuukyou no Uta;10554;TV;25;46 min. per ep.;Nippon Animation;Manga;Action,Drama,Sports;N\A; PG-13 - Teens 13 or older  ;5143;6.28;N\A;1977;46;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Natsume Yuujinchou Roku;34591;TV;11;23 min. per ep.;Shuka;Manga;Drama,Slice of Life,Supernatural;N\A; PG-13 - Teens 13 or older  ;58;8.63;Shoujo;2017;23;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0
Itoshi no Muco;30651;TV;25;12 min. per ep.;DLE;Manga;Comedy,Slice of Life;N\A; PG - Children  ;3700;6.78;N\A;2015;12;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
Yi Nian Yong Heng;41923;ONA;52;19 min. per ep.;B.CMAY PICTURES;Novel;Action,Comedy,Fantasy;Historical,Martial Arts; PG-13 - Teens 13 or older  ;727;7.82;N\A;2020;19;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Final Fantasy: Unlimited;1157;TV;25;24 min. per ep.;Gonzo;Game;Action,Adventure,Fantasy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;5363;6.19;Shounen;2001;24;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
Tenchi Muyou! Ryououki 5th Season;40097;OVA;6;30 min. per ep.;AIC;Original;Action,Comedy,Sci-Fi;Harem,Space; PG-13 - Teens 13 or older  ;4280;6.58;Shounen;2020;30;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
Itsudatte My Santa!;588;OVA;2;28 min. per ep.;TNK;Manga;Comedy,Fantasy,Romance,Ecchi;N\A; R+ - Mild Nudity  ;5908;5.91;Shounen;2005;28;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0
Kishibe Rohan wa Ugokanai;33191;OVA;4;23 min. per ep.;David Production;Manga;Action,Mystery,Supernatural;N\A; R - 17+ (violence & profanity)  ;1112;7.62;Shounen;2017;23;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0
Ao no Exorcist;9919;TV;25;24 min. per ep.;A-1 Pictures;Manga;Action,Fantasy,Supernatural;N\A; PG-13 - Teens 13 or older  ;1343;7.52;Shounen;2011;24;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
Cardcaptor Sakura Movie 1;371;Movie;1;1 hr. 21 min.;Madhouse;Manga;Comedy,Drama,Fantasy;N\A; PG - Children  ;1065;7.63;Shoujo;1999;81;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0
Yowamushi Pedal;18179;TV;38;24 min. per ep.;TMS Entertainment;Manga;Comedy,Drama,Sports;N\A; PG-13 - Teens 13 or older  ;556;7.95;Shounen;2013;24;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
Brave 10;11241;TV;12;24 min. per ep.;TMS Entertainment;Manga;Action,Adventure;Historical,Samurai,Super Power; R - 17+ (violence & profanity)  ;3707;6.77;Seinen;2012;24;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0
Ace wo Nerae! 2;314;OVA;13;24 min. per ep.;Annapuru;Manga;Drama,Sports;N\A; PG-13 - Teens 13 or older  ;3066;6.99;Shoujo;1988;24;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0
Rurouni Kenshin: Special Techniques;4664;Special;1;25 min.;Gallop,Studio Deen;Manga;Action,Comedy;N\A; PG-13 - Teens 13 or older  ;2283;7.23;N\A;1997;25;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Itsuka Tenma no Kuro Usagi;9750;TV;12;25 min. per ep.;Zexcs;Light;Comedy,Romance,Supernatural,Ecchi;N\A; R+ - Mild Nudity  ;4382;6.55;N\A;2011;25;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Seitokai Yakuindomo OVA;10119;OVA;8;26 min. per ep.;GoHands;4-koma;Comedy,Slice of Life;N\A; R - 17+ (violence & profanity)  ;811;7.77;Shounen;2011;26;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0
Higurashi no Naku Koro ni Kai;1889;TV;24;24 min. per ep.;Studio Deen;Visual;Mystery,Supernatural,Suspense;N\A; R - 17+ (violence & profanity)  ;300;8.19;N\A;2007;24;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Tsubasa Chronicle 2nd Season;969;TV;26;25 min. per ep.;Bee Train;Manga;Action,Adventure,Drama,Fantasy,Mystery,Romance,Supernatural;N\A; PG-13 - Teens 13 or older  ;1172;7.59;Shounen;2006;25;1;1;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
Soukyuu no Fafner: Dead Aggressor - Heaven and Earth;8098;Movie;1;1 hr. 30 min.;Xebec;Original;Action,Drama,Sci-Fi;Mecha,Military; PG-13 - Teens 13 or older  ;1717;7.38;N\A;2010;90;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Gebäude Bäude;43350;TV;10;3 min. per ep.;Jinnis Animation Studios;Original;Comedy,Sci-Fi;N\A; G - All Ages  ;5453;6.15;N\A;2020;3;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
Mobile Suit Gundam NT;37764;Movie;1;1 hr. 30 min.;Sunrise;Novel;Action,Drama,Sci-Fi;Mecha,Military,Space; PG-13 - Teens 13 or older  ;4272;6.58;N\A;2018;90;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Hatsumei Boy Kanipan;3689;TV;31;24 min. per ep.;add some;Original;Adventure,Comedy,Sci-Fi;N\A; PG - Children  ;4425;6.54;N\A;1998;24;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
Shaonu Qianxian: Renxing Xiao Juchang 2;42949;ONA;12;6 min. per ep.;BigFireBird Animation;Game;Comedy,Sci-Fi;N\A; None  ;3868;6.72;N\A;2020;6;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Kinnikuman: Gyakushuu! Uchuu Kakure Choujin;3276;Movie;1;39 min.;Toei Animation;Manga;Action,Comedy,Sports;N\A; PG-13 - Teens 13 or older  ;5754;6.01;Shounen;1985;39;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0
Kakurenbo;1192;Movie;1;24 min.;Yamato Works;Original;Horror,Supernatural;N\A; PG-13 - Teens 13 or older  ;3952;6.69;N\A;2004;24;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Araiguma Rascal;2576;TV;52;26 min. per ep.;Nippon Animation;Book;Drama,Slice of Life;N\A; G - All Ages  ;3828;6.73;N\A;1977;26;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen OVA;40841;OVA;1;24 min.;Ajia-Do;Light;Fantasy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;1455;7.47;N\A;2020;24;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Future GPX Cyber Formula Zero;1393;OVA;8;30 min. per ep.;Sunrise;Original;Drama,Sci-Fi,Sports;N\A; PG-13 - Teens 13 or older  ;1685;7.39;Shounen;1994;30;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
Urasekai Picnic;41392;TV;12;23 min. per ep.;LIDENFILMS,Felix Film;Novel;Adventure,Fantasy,Girls Love,Mystery,Sci-Fi;N\A; R - 17+ (violence & profanity)  ;4335;6.57;N\A;2021;23;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
The God of Highschool;42893;ONA;1;1 min.;add some;Web;Action,Fantasy,Sci-Fi,Supernatural;N\A; PG-13 - Teens 13 or older  ;3188;6.94;N\A;2016;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Back Street Girls: Gokudolls;36873;TV;10;24 min. per ep.;J.C.Staff;Manga;Comedy,Ecchi;N\A; R - 17+ (violence & profanity)  ;3198;6.94;Seinen;2018;24;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0
Jigokudou Reikai Tsuushin;9824;OVA;1;45 min.;add some;Novel;Fantasy,Horror;N\A; PG-13 - Teens 13 or older  ;5556;6.11;N\A;1996;45;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Choujuu Densetsu Gestalt;1283;OVA;2;29 min. per ep.;add some;Manga;Adventure,Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;5659;6.06;N\A;1997;29;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Miss Monochrome The Animation: Soccer-hen;24713;ONA;1;4 min.;SANZIGEN,LIDENFILMS;Original;Comedy,Slice of Life,Sports;N\A; G - All Ages  ;5284;6.23;N\A;2014;4;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
Kyousou Giga (TV);19703;TV;10;25 min. per ep.;Toei Animation;Original;Action,Fantasy,Supernatural;N\A; PG-13 - Teens 13 or older  ;862;7.74;N\A;2013;25;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Arve Rezzle: Kikaijikake no Yousei-tachi;13863;Movie;1;24 min.;Zexcs;Light;Action,Drama,Mystery,Sci-Fi,Suspense;N\A; R - 17+ (violence & profanity)  ;5201;6.26;N\A;2013;24;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Qin Shi Ming Yue: Ye Jin Tianming;11841;TV;18;22 min. per ep.;Sparkly Key Animation Studio;Novel;Action,Fantasy;Historical,Martial Arts; PG-13 - Teens 13 or older  ;4044;6.66;N\A;2008;22;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
