sep=;
;Title;MAL Id;Type;Episode Duration;Studios;Source Type;Genres;Themes;Rating;Popularity;Score
6057;Miyakawa-ke no Kuufuku;17637;ONA;5 min. per ep.;['Ordet', 'Encourage Films'];Manga;N\A;N\A;N\A;3901;6.52
6058;Monster Musume no Oishasan;40708;TV;24 min. per ep.;['Arvo Animation'];Light;['Comedy', 'Fantasy', 'Romance', 'Ecchi'];N\A;N\A;1152;6.52
6059;Morita-san wa Mukuchi.;10671;TV;3 min. per ep.;['Seven'];4-koma;['Comedy', 'Slice of Life'];N\A;N\A;3898;6.52
6060;Nagagutsu wo Haita Neko no Bouken;4468;TV;25 min. per ep.;['add some'];Unknown;['Adventure', 'Fantasy'];N\A;N\A;12039;6.52
6061;Omoi no Kakera;32190;Special;24 min.;['Gaina'];Original;['Slice of Life', 'Sports'];N\A;N\A;6755;6.52
6062;Osomatsu-san Short Film Series;32383;Special;2 min. per ep.;['10Gauge'];Manga;N\A;N\A;N\A;6721;6.52
6063;Persona 4 the Golden Animation: Thank you Mr. Accomplice;26359;Special;16 min.;['A-1 Pictures'];Game;['Adventure', 'Drama', 'Mystery', 'Supernatural'];N\A;N\A;5115;6.52
6064;PetoPeto-san;612;TV;25 min. per ep.;['XEBEC M2'];Light;['Comedy', 'Romance'];['Demons', 'School'];N\A;6499;6.52
6065;Puchimas!: Petit iDOLM@STER - Takatsuki Gold Densetsu Special!! Haruka-san Matsuri;18781;Special;3 min. per ep.;['Gathering'];4-koma;['Comedy', 'Slice of Life'];N\A;N\A;8294;6.52
6066;Rizelmine;197;TV;15 min. per ep.;['Madhouse', 'Imagin'];Manga;['Comedy', 'Romance', 'Sci-Fi', 'Ecchi'];N\A;N\A;3826;6.52
6067;RobiHachi;38707;TV;24 min. per ep.;['Studio Comet'];Original;['Adventure', 'Comedy', 'Sci-Fi'];N\A;N\A;3363;6.52
6068;Shanshui Qing;13755;Movie;20 min.;['add some'];Unknown;N\A;N\A;N\A;10110;6.52
6069;Sword Art Online Alternative: Gun Gale Online - Refrain;37831;Special;23 min.;['Studio 3Hz'];Light;['Action', 'Fantasy', 'Sci-Fi'];['Game', 'Military'];N\A;3128;6.52
6070;Tono to Issho;7591;OVA;37 min.;['Gathering'];4-koma;N\A;['Historical', 'Parody', 'Samurai'];N\A;7989;6.52
6071;Toutotsu ni Egypt Shin;41688;ONA;5 min. per ep.;['Typhoon Graphics'];Other;['Comedy', 'Fantasy', 'Slice of Life'];N\A;N\A;7143;6.52
6072;Wan Guo Zhi;40638;ONA;21 min. per ep.;['LX Animation Studio'];Original;['Action', 'Adventure', 'Romance'];N\A;N\A;13001;6.52
6073;With All Our Hearts;45643;ONA;4 min.;['add some'];Original;N\A;N\A;N\A;13087;6.52
6074;Wo Qi Ku Le Baiwan Xiulian Zhe;49952;ONA;10 min. per ep.;['Soyep'];Novel;N\A;N\A;N\A;12935;6.52
6075;Wonder Beat Scramble;4083;TV;22 min. per ep.;['Mushi Production'];Unknown;['Action', 'Sci-Fi'];N\A;N\A;11423;6.52
6076;Yakusoku (ONA);21065;ONA;6 min.;['add some'];Original;N\A;N\A;N\A;10734;6.52
6077;Yatterman;3295;TV;25 min. per ep.;['Tatsunoko Production'];Unknown;['Adventure', 'Comedy'];N\A;N\A;7712;6.52
6078;Zinba;31427;TV;23 min. per ep.;['add some'];Unknown;['Action', 'Adventure', 'Comedy'];['Demons', 'Super Power'];N\A;10619;6.52
6079;Aimai Elegy;13053;N\A;3 min.;['add some'];Unknown;N\A;N\A;N\A;8622;6.52
6080;Akiba's Trip The Animation;34051;TV;23 min. per ep.;['Gonzo'];Game;['Action', 'Comedy', 'Supernatural', 'Ecchi'];N\A;N\A;1353;6.52
6081;Akuma no Riddle: Shousha wa Dare? Nukiuchi Test;24751;Special;23 min.;['Diomedéa'];Manga;['Action', 'Comedy', 'Girls Love', 'Ecchi'];N\A;N\A;3041;6.52
6082;Beyblade Burst Sparking;41439;ONA;12 min. per ep.;['OLM'];Original;['Action', 'Adventure', 'Sci-Fi', 'Sports'];N\A;N\A;8119;6.52
6083;Birthday Wonderland;38985;Movie;1 hr. 55 min.;['Signal.MD'];Book;['Adventure', 'Fantasy'];N\A;N\A;4439;6.52
6084;Blood Lad: Kanketsu Kinen;34751;ONA;1 min.;"[""Brain's Base""]";Manga;N\A;['Music', 'Vampire'];N\A;4206;6.52
6085;Canaan: Minorikawa Report 201X Shanghai;9706;Special;12 min.;['P.A. Works'];Visual;N\A;N\A;N\A;6008;6.52
6086;Carole & Tuesday: Gus to Roddy no Kaisouroku;39999;Special;22 min.;['Bones'];Original;['Drama', 'Romance', 'Sci-Fi'];N\A;N\A;7671;6.52
6087;"Chuunibyou demo Koi ga Shitai! Movie: Take On Me - Weekly Short Movie ""Kotatsu DE Photo Session""";37967;Movie;5 min. per ep.;['Kyoto Animation'];Unknown;N\A;N\A;N\A;4944;6.52
6088;Condom Battler Gorou;42220;ONA;57 sec. per ep.;['add some'];Original;N\A;N\A;N\A;10364;6.52
6089;Danchigai;30127;TV;3 min. per ep.;['Creators in Pack'];4-koma;['Comedy', 'Slice of Life'];N\A;N\A;1608;6.52
6090;Fate/Extra: Last Encore - Illustrias Tendousetsu;37651;TV;32 min. per ep.;['Shaft'];Game;['Action', 'Fantasy'];N\A;N\A;2330;6.52
6091;HenSemi (TV);10187;TV;12 min. per ep.;['Xebec'];Manga;['Comedy', 'Ecchi'];N\A;N\A;2801;6.52
6092;Honoo no Mirage;1019;TV;24 min. per ep.;['Madhouse'];Light;['Action', 'Boys Love', 'Drama', 'Romance', 'Supernatural'];['Historical', 'School'];N\A;3974;6.52
6093;Ketsuekigata-kun!;17731;TV;2 min. per ep.;['feel.', 'Assez Finaud Fabric'];Web;N\A;N\A;N\A;5339;6.52
6094;Kidou Keisatsu Patlabor: Reboot;33741;Movie;7 min.;['Khara'];Original;['Comedy', 'Sci-Fi'];['Mecha', 'Police'];N\A;6883;6.52
6095;Kochouki: Wakaki Nobunaga;38920;TV;23 min. per ep.;['Studio Deen'];Original;['Action', 'Drama'];['Historical', 'Samurai'];N\A;3682;6.52
6096;Love Get Chu;1070;TV;24 min. per ep.;['Radix'];Visual;['Comedy', 'Romance'];N\A;N\A;5998;6.52
6097;Mahou Shoujo Site;36266;TV;24 min. per ep.;['production doA'];Manga;['Drama', 'Horror', 'Supernatural'];N\A;N\A;958;6.52
6098;Matsugae wo Musubi;38130;Movie;16 min.;['add some'];Original;N\A;N\A;N\A;14330;6.52
6099;22/7: 8＋3=?;40924;Special;24 min.;['A-1 Pictures'];Other;N\A;N\A;N\A;6646;6.51
6100;Aikatsu Planet!;42653;TV;10 min. per ep.;['Bandai Namco Pictures'];Game;N\A;['Music', 'School'];N\A;9107;6.51
6101;Aishen Qiaokeli-ing: Wanjie Jinian;40835;ONA;8 min.;['B.CMAY PICTURES'];Web;['Comedy', 'Romance'];['Harem', 'School'];N\A;8239;6.51
6102;Arc the Lad;55;TV;22 min. per ep.;['Bee Train'];Game;['Action', 'Adventure', 'Fantasy', 'Horror', 'Sci-Fi'];N\A;N\A;4612;6.51
6103;Black Jack ONA;7229;ONA;16 min. per ep.;['add some'];Unknown;N\A;N\A;N\A;8993;6.51
6104;Burenai Ai de;31048;N\A;4 min.;['add some'];Unknown;N\A;N\A;N\A;10036;6.51
6105;Bus Gamer;3389;TV;23 min. per ep.;['Anpro'];Manga;N\A;N\A;N\A;3622;6.51
6106;Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore;40960;TV;23 min. per ep.;['EMT Squared'];Light;['Comedy', 'Fantasy'];N\A;N\A;1757;6.51
6107;Cinderella Girls Gekijou 3rd Season;37422;TV;3 min. per ep.;['Gathering', 'Lesprit'];4-koma;['Comedy', 'Slice of Life'];N\A;N\A;6746;6.51
6108;Cinderella Girls Gekijou: Kayou Cinderella Theater 2nd Season;36500;ONA;2 min. per ep.;['Gathering', 'Lesprit'];4-koma;N\A;N\A;N\A;8009;6.51
6109;Code Geass: Boukoku no Akito 5 - Itoshiki Mono-tachi e Picture Drama;33360;Special;8 min.;['Sunrise'];Original;N\A;N\A;N\A;5996;6.51
6110;Detective Conan: The Magician of Starlight;36760;Movie;25 min.;['D & D Pictures'];Manga;N\A;N\A;N\A;9065;6.51
6111;Doraemon: Ganbare! Gian!!;2653;Movie;26 min.;['add some'];Unknown;['Adventure', 'Comedy', 'Fantasy'];N\A;N\A;10287;6.51
6112;Dragon Ball Z: Zenbu Misemasu Toshi Wasure Dragon Ball Z!;22699;Special;5 min.;['Toei Animation'];Manga;['Action', 'Adventure', 'Comedy', 'Fantasy', 'Slice of Life'];['Martial Arts', 'Super Power'];N\A;4642;6.51
6113;Fake;365;OVA;58 min.;['J.C.Staff'];Manga;['Boys Love', 'Comedy', 'Mystery', 'Romance'];N\A;N\A;4164;6.51
6114;Fire Tripper;2973;OVA;50 min.;['Studio Pierrot'];Manga;['Fantasy', 'Sci-Fi'];N\A;N\A;7498;6.51
6115;Fuuka;33743;TV;24 min. per ep.;['Diomedéa'];Manga;['Drama', 'Romance', 'Ecchi'];['Music', 'School'];N\A;716;6.51
6116;Getter Robo G;4486;TV;24 min. per ep.;['Toei Animation'];Manga;['Action', 'Sci-Fi'];N\A;N\A;8901;6.51
6117;Ginga Tetsudou 999: Kimi wa Haha no You ni Aiseru ka!!;6735;Special;1 hr. 33 min.;['add some'];Manga;N\A;N\A;N\A;10196;6.51
6118;Girls & Panzer: Fushou Akiyama Yukari no Sensha Kouza - Extra;38429;Special;26 min.;['add some'];Original;N\A;['Military', 'School'];N\A;8427;6.51
6119;Happy☆Lucky Bikkuriman;15913;TV;24 min. per ep.;['Toei Animation'];Unknown;['Adventure', 'Comedy', 'Fantasy'];N\A;N\A;13698;6.51
6120;Je T'aime;9001;OVA;11 min.;['Production I.G'];Original;N\A;N\A;N\A;6273;6.51
6121;K: Missing Kings - Manner Movie;31344;Movie;1 min.;['GoHands'];Original;N\A;N\A;N\A;6031;6.51
6122;Kamen Rider Den-O: Imagin Anime 2;6297;OVA;4 min. per ep.;['add some'];Other;['Action', 'Adventure', 'Comedy'];N\A;N\A;11756;6.51
6123;Kokoro Toshokan;799;TV;24 min. per ep.;['Studio Deen'];Manga;['Comedy', 'Drama', 'Slice of Life'];N\A;N\A;6698;6.51
6124;Koukaku Kidoutai Arise: Another Mission;18989;Special;3 min.;['Production I.G'];Unknown;['Action', 'Sci-Fi'];['Mecha', 'Police'];N\A;5281;6.51
6125;Koukaku no Pandora;32214;TV;24 min. per ep.;['Studio Gokumi', 'AXsiZ'];Manga;['Action', 'Comedy', 'Sci-Fi', 'Ecchi'];N\A;N\A;2800;6.51
6126;Kyoushirou to Towa no Sora Specials;2911;Special;5 min. per ep.;['TNK'];Manga;['Drama', 'Romance'];N\A;N\A;6997;6.51
6127;Loveless Specials;3057;Special;2 min. per ep.;['J.C.Staff'];Manga;['Boys Love', 'Comedy', 'Fantasy', 'Romance', 'Supernatural'];N\A;N\A;4337;6.51
6128;Madoromi no Vevara;40066;ONA;10 min.;['Studio Arch Inc.'];Original;N\A;N\A;N\A;9952;6.51
6129;Mama wa Poyopoyo Saurus ga Osuki;4782;TV;23 min. per ep.;['Nippon Animation'];Manga;['Comedy', 'Slice of Life'];N\A;N\A;12398;6.51
6130;Miru Tights;38935;ONA;4 min. per ep.;['Yokohama Animation Lab'];Original;N\A;N\A;N\A;1706;6.51
6131;Miru Tights: Cosplay Satsuei Tights;40176;Special;4 min.;['Yokohama Animation Lab'];Original;N\A;N\A;N\A;4036;6.51
6132;Nanatsu no Taizai: Tsumi no Kokuhaku Dennou Grimoire!;36569;ONA;5 min. per ep.;['KIZAWA Studio'];Other;N\A;N\A;N\A;6875;6.51
6133;Nyoro-n Churuya-san;5957;ONA;2 min. per ep.;['Kyoto Animation'];4-koma;N\A;N\A;N\A;3468;6.51
6134;Onigamiden;8487;Movie;1 hr. 38 min.;['Studio Pierrot'];Original;['Action', 'Supernatural'];N\A;N\A;4921;6.51
6135;Passion;6666;N\A;4 min.;['Studio 4°C'];Unknown;N\A;N\A;N\A;8592;6.51
6136;Patalliro! Stardust Keikaku;12663;Movie;48 min.;['Toei Animation'];Manga;['Adventure', 'Boys Love', 'Comedy', 'Romance'];N\A;N\A;10717;6.51
6137;Perman (1983);11595;TV;12 min. per ep.;['Shin-Ei Animation'];Unknown;N\A;['School', 'Super Power'];N\A;8564;6.51
6138;Phantom The Animation;438;OVA;30 min. per ep.;['Arcs Create'];Visual;['Action', 'Drama'];N\A;N\A;4843;6.51
6139;Pingu in the City;36259;TV;7 min. per ep.;['DandeLion Animation Studio'];Other;['Comedy', 'Slice of Life'];N\A;N\A;2883;6.51
6140;Pokemon: Bokutachi Pichu Brothers - Party wa Oosawagi! no Maki;6877;Special;20 min.;['OLM'];Game;['Adventure', 'Comedy', 'Fantasy'];N\A;N\A;4998;6.51
6141;Precure All Stars Movie: Haru no Carnival♪;28511;Movie;1 hr. 14 min.;['Toei Animation'];Original;['Action', 'Comedy', 'Fantasy'];N\A;N\A;8594;6.51
6142;Precure All Stars Movie: Haru no Carnival♪ - Ima Koko kara;30103;N\A;3 min.;['Toei Animation'];Original;N\A;N\A;N\A;10160;6.51
6143;Pretty Rhythm Movie: All Star Selection - Prism Show☆Best Ten;21707;Movie;48 min.;['Tatsunoko Production', '10Gauge'];Game;N\A;N\A;N\A;9627;6.51
6144;Redial;17913;N\A;5 min.;['add some'];Unknown;N\A;N\A;N\A;8546;6.51
6145;Saint October;1724;TV;25 min. per ep.;['Studio Comet'];Original;['Adventure', 'Fantasy'];N\A;N\A;6728;6.51
6146;Shining Star;39918;TV;21 min. per ep.;['Maro Studio'];Original;N\A;N\A;N\A;13064;6.51
6147;Shounen Hollywood: Holly Stage for 50;27741;TV;23 min. per ep.;['Zexcs'];Novel;N\A;N\A;N\A;6588;6.51
6148;Slow Step;2180;OVA;45 min. per ep.;['Youmex', 'Pastel'];Manga;['Comedy', 'Romance', 'Slice of Life', 'Sports'];N\A;N\A;8714;6.51
6149;Souryuuden;1742;OVA;45 min. per ep.;['add some'];Novel;['Drama', 'Mystery', 'Supernatural'];N\A;N\A;8723;6.51
6150;Tantei Opera Milky Holmes: Alternative;14647;Special;24 min. per ep.;['J.C.Staff', 'Artland'];Original;['Comedy', 'Mystery'];N\A;N\A;6900;6.51
6151;Triage X: Recollection XOXO;30250;OVA;23 min.;['Xebec'];Manga;['Action', 'Ecchi'];N\A;N\A;3947;6.51
6152;Trouble Chocolate;744;TV;25 min. per ep.;['AIC'];Radio;['Comedy', 'Romance', 'Sci-Fi'];N\A;N\A;7162;6.51
6153;Turn A Gundam I Movie: Earth Light;3963;Movie;2 hr. 8 min.;['Sunrise'];Unknown;['Action', 'Drama', 'Sci-Fi'];['Mecha', 'Military', 'Space'];N\A;7531;6.51
6154;Umi Monogatari: Anata ga Ite Kureta Koto - Shinjiau Kokoro;6883;Special;24 min.;['Zexcs'];Game;['Comedy', 'Fantasy', 'Supernatural'];N\A;N\A;7739;6.51
6155;White Album;4720;TV;25 min. per ep.;['Seven Arcs'];Visual;['Drama', 'Romance'];['Harem', 'Music'];N\A;1563;6.51
6156;Wo de Tian Jie Nu You;36455;ONA;13 min. per ep.;['add some'];Web;['Adventure', 'Fantasy', 'Romance', 'Supernatural'];N\A;N\A;3498;6.51
6157;Yoru no Yatterman;28155;TV;24 min. per ep.;['Tatsunoko Production'];Original;['Action', 'Adventure', 'Comedy', 'Drama'];N\A;N\A;3355;6.51
6158;Youkai Watch;19157;TV;23 min. per ep.;['OLM'];Game;['Comedy', 'Supernatural'];N\A;N\A;3664;6.51
6159;Youkai Watch Movie 5: Forever Friends;37969;Movie;1 hr. 40 min.;['OLM'];Game;['Comedy', 'Supernatural'];N\A;N\A;10594;6.51
6160;Z/X: Ignition;20533;TV;24 min. per ep.;['Telecom Animation Film'];Card;['Adventure', 'Fantasy', 'Sci-Fi'];N\A;N\A;2966;6.51
6161;Miss Monochrome The Animation 2;30384;TV;7 min. per ep.;['SANZIGEN', 'LIDENFILMS'];Original;['Comedy', 'Slice of Life'];N\A;N\A;4198;6.50
6162;Mou Ichido Luminous;37955;N\A;2 min.;['SANZIGEN'];Original;N\A;N\A;N\A;10645;6.50
6163;Nande Koko ni Sensei ga!?;38397;TV;11 min. per ep.;['Tear Studio'];Manga;['Comedy', 'Ecchi'];N\A;N\A;664;6.50
6164;Natsu-iro no Sunadokei;622;OVA;30 min. per ep.;['Picture Magic', 'Rikuentai'];Visual;['Drama', 'Romance', 'Sci-Fi'];N\A;N\A;5922;6.50
6165;Pokemon: Pika Pika Hoshizora Camp;4795;Movie;22 min.;['OLM'];Game;['Adventure', 'Comedy', 'Fantasy'];N\A;N\A;4343;6.50
6166;Pokemon: Pikachu no Fuyuyasumi;4874;OVA;9 min. per ep.;['OLM'];Game;['Adventure', 'Comedy', 'Fantasy'];N\A;N\A;4838;6.50
6167;Puso Ni Comi;38837;ONA;3 min. per ep.;['Point Pictures'];Web;['Action', 'Comedy', 'Sci-Fi'];['Game', 'Parody', 'School'];N\A;10933;6.50
6168;Ro-Kyu-Bu! SS Recap;20155;Special;24 min.;['add some'];Unknown;['Comedy', 'Sports', 'Ecchi'];N\A;N\A;7832;6.50
6169;Sakugasaku;42935;N\A;3 min.;['Wit Studio'];Original;N\A;N\A;N\A;12881;6.50
6170;Shi Xiong;30412;ONA;8 min. per ep.;['L²Studio'];Web;['Action', 'Comedy', 'Horror'];N\A;N\A;8729;6.50
6171;Shining Tears X Wind;2031;TV;24 min. per ep.;['Studio Deen'];Game;['Action', 'Adventure', 'Fantasy'];N\A;N\A;3255;6.50
6172;Shinryaku! Ika Musume: Kore ga Umi e no Ai Jana-ika!;15453;N\A;3 min.;['Diomedéa'];Manga;N\A;N\A;N\A;7670;6.50
6173;Shirogane no Ishi: Argevollen;23325;TV;23 min. per ep.;['Xebec'];Original;N\A;N\A;N\A;2811;6.50
6174;Softenni;10109;TV;24 min. per ep.;['Xebec'];Manga;['Comedy', 'Sports', 'Ecchi'];N\A;N\A;3857;6.50
6175;Soukyuu no Fafner: Arcadian Memory;9494;OVA;32 min. per ep.;['Xebec'];Unknown;['Action', 'Drama', 'Sci-Fi'];['Mecha', 'Military'];N\A;8693;6.50
6176;Taiyou no Ouji: Horus no Daibouken;1044;Movie;1 hr. 22 min.;['Toei Animation'];Other;['Adventure', 'Drama'];N\A;N\A;6133;6.50
6177;Teekyuu 2 Specials;21201;Special;2 min. per ep.;['MAPPA'];Manga;['Comedy', 'Sports'];N\A;N\A;5501;6.50
6178;Tistou Midori no Oyayubi;5895;Movie;1 hr. 14 min.;['Production I.G'];Original;N\A;N\A;N\A;12229;6.50
6179;Uchuu Kazoku Carlvinson;4533;OVA;45 min.;['Doga Kobo'];Manga;['Comedy', 'Fantasy', 'Sci-Fi'];N\A;N\A;9142;6.50
6180;Windaria;1130;Movie;1 hr. 40 min.;['Kaname Productions', 'Idol'];Original;['Action', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi'];N\A;N\A;5883;6.50
6181;Yaku nara Mug Cup mo;42568;TV;14 min. per ep.;['Nippon Animation'];Manga;N\A;N\A;N\A;2973;6.50
6182;Yoroiden Samurai Troopers Kikoutei Densetsu;1266;OVA;30 min. per ep.;['Sunrise'];Unknown;['Adventure', 'Fantasy'];N\A;N\A;9234;6.50
6183;Yuuki Yuuna wa Yuushabu Shozoku 2;35472;Movie;7 min.;['W-Toon Studio'];Manga;['Comedy', 'Fantasy', 'Slice of Life'];N\A;N\A;8236;6.50
6184;Andes Shounen Pepero no Bouken;5104;TV;24 min. per ep.;['add some'];Unknown;N\A;N\A;N\A;11363;6.50
6185;Atashin'chi Movie;9795;Movie;1 hr. 35 min.;['Toei Animation'];Unknown;N\A;N\A;N\A;12376;6.50
6186;Bakuretsu Hunters OVA;808;OVA;28 min. per ep.;['Xebec', 'Production Reed'];Manga;['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Ecchi'];['Harem', 'Super Power'];N\A;6627;6.50
6187;Blossom;13253;Movie;5 min.;['Ordet'];Original;N\A;N\A;N\A;7366;6.50
6188;Break Blade: Virgins War;30573;Special;5 min.;['Production I.G', 'Xebec'];Manga;N\A;N\A;N\A;7686;6.50
6189;Brothers Conflict: Setsubou;22745;Special;14 min.;"[""Brain's Base""]";Novel;N\A;N\A;N\A;4035;6.50
6190;Cardfight!! Vanguard G: Z;36022;TV;24 min. per ep.;['OLM'];Card;N\A;N\A;N\A;6393;6.50
6191;Chance Triangle Session;2495;TV;24 min. per ep.;['Madhouse'];Radio;['Drama', 'Slice of Life'];N\A;N\A;7094;6.50
6192;Choujikuu Seiki Orguss;2089;TV;25 min. per ep.;['Artland'];Original;['Action', 'Adventure', 'Romance', 'Sci-Fi'];N\A;N\A;7000;6.50
6193;Comic Party Revolution;706;TV;24 min. per ep.;['Radix', 'Chaos Project'];Visual;['Comedy', 'Drama'];N\A;N\A;5638;6.50
6194;Dame x Prince Anime Caravan;35988;TV;23 min. per ep.;['Studio Flad'];Visual;['Adventure', 'Comedy', 'Fantasy', 'Romance'];N\A;N\A;3628;6.50
6195;DD Hokuto no Ken (2013);17705;TV;24 min. per ep.;['add some'];Manga;N\A;N\A;N\A;8079;6.50
6196;Dog Days'': Limone Resort Tenbou Onsen!;31851;Special;11 min.;['Seven Arcs Pictures'];Original;['Fantasy', 'Ecchi'];N\A;N\A;6096;6.50
6197;Dororon Enma-kun Meeramera;9493;TV;24 min. per ep.;"[""Brain's Base""]";Manga;['Action', 'Comedy', 'Supernatural', 'Ecchi'];['Demons', 'Parody', 'Super Power'];N\A;4448;6.50
6198;Eiyuu Densetsu: Sora no Kiseki The Animation;10260;OVA;43 min. per ep.;['Kinema Citrus'];Game;['Action', 'Adventure', 'Fantasy'];N\A;N\A;4582;6.50
6199;Entotsu Machi no Poupelle;35609;Movie;1 hr. 40 min.;['Studio 4°C'];Picture;['Adventure', 'Fantasy'];N\A;N\A;7545;6.50
6200;Futon no Naka kara Detakunai;38658;N\A;4 min.;['add some'];Original;['Comedy', 'Slice of Life'];N\A;N\A;14091;6.50
6201;Fuyu no Sonata: Joshou - Hatsuyuki no Negai;7377;Special;25 min.;['Studio Comet', 'KeyEast', 'REALTHING'];Other;['Drama', 'Romance'];N\A;N\A;7666;6.50
6202;Garakuta-doori no Stain;3519;TV;7 min. per ep.;['add some'];Unknown;N\A;N\A;N\A;10810;6.50
6203;Gegege no Kitarou (1985);7307;TV;25 min. per ep.;['Toei Animation'];Manga;['Comedy', 'Supernatural'];N\A;N\A;9503;6.50
6204;Gon Movie: Gon, the Little Fox;42074;Movie;28 min.;['Tecarat'];Book;N\A;N\A;N\A;13080;6.50
6205;Gundam Build Fighters Specials;27907;Special;4 min. per ep.;['Sunrise'];Original;N\A;N\A;N\A;7641;6.50
6206;HenSemi;8101;OVA;26 min. per ep.;['Xebec'];Manga;['Comedy', 'Ecchi'];N\A;N\A;3588;6.50
6207;Hi☆sCoool! SeHa Girls;23787;TV;11 min. per ep.;['TMS Entertainment'];Other;N\A;N\A;N\A;5198;6.50
6208;iDOLM@STER Xenoglossia;1694;TV;23 min. per ep.;['Sunrise'];Original;['Action', 'Comedy', 'Sci-Fi'];N\A;N\A;3981;6.50
6209;Jewelpet Magical Change;30030;TV;24 min. per ep.;['Studio Deen'];Original;['Comedy', 'Fantasy'];N\A;N\A;9104;6.50
6210;Kanokon: Manatsu no Dai Shanikusai Specials;7875;Special;3 min. per ep.;['Xebec'];Unknown;N\A;N\A;N\A;4323;6.50
6211;Karakuri Kiden: Hiwou Senki;3935;TV;25 min. per ep.;['Bones'];Original;['Action', 'Adventure'];['Historical', 'Mecha'];N\A;10225;6.50
6212;Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara;44276;TV;23 min. per ep.;['ENGI'];Light;['Action', 'Comedy', 'Fantasy'];N\A;N\A;1070;6.50
6213;Ling Yu;36291;ONA;13 min. per ep.;['Haoliners Animation League'];Novel;N\A;N\A;N\A;7873;6.50
6214;Lupin III: Babylon no Ougon Densetsu;1433;Movie;1 hr. 40 min.;['Tokyo Movie Shinsha'];Manga;['Action', 'Adventure', 'Comedy', 'Mystery'];N\A;N\A;6110;6.50
6215;100-man no Inochi no Ue ni Ore wa Tatteiru;41380;TV;23 min. per ep.;['Maho Film'];Manga;['Action', 'Drama', 'Fantasy'];N\A;N\A;895;6.49
6216;Atarashii Sekai;6533;N\A;3 min.;['Studio 4°C'];Unknown;N\A;N\A;N\A;8677;6.49
6217;Bleach: Gotei 13 Omake;38810;Special;3 min.;['add some'];Manga;['Action', 'Adventure'];N\A;N\A;5467;6.49
6218;Cardfight!! Vanguard G;27815;TV;24 min. per ep.;['TMS Entertainment'];Card;N\A;N\A;N\A;4746;6.49
6219;ClassicaLoid 2nd Season;35334;TV;24 min. per ep.;['Sunrise'];Original;N\A;N\A;N\A;6418;6.49
6220;Darwin's Game: Log Line;41194;Special;24 min.;['Nexus'];Manga;['Action', 'Mystery'];N\A;N\A;4740;6.49
6221;Doraemon (2005) Specials;35686;Special;45 min.;['add some'];Unknown;N\A;N\A;N\A;11568;6.49
6222;Fushigi no Umi no Nadia Omake Gekijou;3381;Special;4 min. per ep.;['Gainax'];Original;['Adventure', 'Sci-Fi'];N\A;N\A;7929;6.50
6223;Future Card Buddyfight Triple D;32785;TV;23 min. per ep.;['Xebec', 'OLM'];Card;N\A;N\A;N\A;7996;6.49
6224;Gakuen Heaven;850;TV;26 min. per ep.;['Tokyo Kids'];Visual;['Boys Love', 'Comedy', 'Drama', 'Romance'];['Harem', 'School'];N\A;2276;6.49
6225;Ginga Tetsudou 999: Diamond Ring no Kanata e;7285;Movie;16 min.;['Toei Animation'];Unknown;['Adventure', 'Drama', 'Sci-Fi'];N\A;N\A;10384;6.49
6226;Gundam Build Divers Prologue;37247;ONA;14 min.;['Sunrise'];Original;['Action', 'Sci-Fi'];N\A;N\A;6657;6.49
6227;Gundam vs Hello Kitty;39674;ONA;2 min. per ep.;['add some'];Unknown;['Comedy', 'Fantasy', 'Sci-Fi'];['Mecha', 'Space'];N\A;7269;6.49
6228;Gundam: G no Reconguista Movie I - Ike! Core Fighter;38714;Movie;1 hr. 30 min.;['Sunrise'];Original;['Action', 'Sci-Fi'];['Mecha', 'Space'];N\A;8943;6.49
6229;Hidamari Sketch: Chou Hidamatsuri Special;20391;Special;2 min.;['Shaft'];4-koma;N\A;N\A;N\A;8526;6.49
6230;Hitorigurashi no Shougakusei;35235;ONA;3 min. per ep.;['Signal.MD'];4-koma;['Comedy', 'Gourmet', 'Slice of Life'];N\A;N\A;8070;6.49
6231;Hurricane Polymar;4808;TV;25 min. per ep.;['Tatsunoko Production'];Original;['Action', 'Adventure', 'Sci-Fi'];['Police', 'Super Power'];N\A;9566;6.49
6232;Ie Naki Ko (Movie);2831;Movie;1 hr. 36 min.;['TMS Entertainment'];Unknown;['Adventure', 'Drama', 'Slice of Life'];N\A;N\A;11033;6.49
6233;IS: Infinite Stratos 2;18247;TV;24 min. per ep.;['8bit'];Light;['Action', 'Comedy', 'Sci-Fi', 'Ecchi'];['Harem', 'Mecha'];N\A;501;6.49
6234;KO Seiki Beast Sanjuushi;602;OVA;27 min. per ep.;['Gainax'];Original;['Adventure', 'Comedy', 'Fantasy', 'Supernatural'];N\A;N\A;9034;6.49
6235;Lan Mo de Hua;36185;ONA;13 min. per ep.;['add some'];Web;N\A;N\A;N\A;7364;6.49
6236;Lu Shidai;31233;ONA;10 min. per ep.;['Haoliners Animation League'];Game;['Action', 'Adventure', 'Comedy'];['Game', 'Parody'];N\A;6942;6.49
